순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,179900,유티아이,KOSDAQ,30.00,2665,1869663477,769138,52741447980,Y
2,215790,이노인스트루먼트,KOSDAQ,30.00,988,10727698115,11066507,39799751212,Y
3,348080,큐라티스,KOSDAQ,30.00,2990,262762545,88142,38354981470,Y
4,024840,KBI메탈,KOSDAQ,29.99,4985,51405749241,11036010,215152041680,Y
5,372170,윤성에프앤씨,KOSDAQ,29.99,20500,44997500,2195,163570484000,Y
6,148780,비큐AI,KOSDAQ,29.93,3885,5457298919,1459770,24433328325,Y
7,069540,빛과전자,KOSDAQ,29.89,2890,81271233383,29316074,325679582330,Y
8,226340,본느,KOSDAQ,29.86,3675,1366122450,371734,30835028700,Y
9,477850,마키나락스,KOSDAQ,29.85,29800,132315094825,4590350,529091132800,Y
10,138080,오이솔루션,KOSDAQ,29.84,25150,3856124900,153404,311300613700,Y
11,264850,이랜시스,KOSDAQ,29.82,6530,64499046695,10715330,197823816360,Y
12,431190,케이쓰리아이,KOSDAQ,27.41,3045,328420045,123287,22796215890,
13,0015N0,아로마티카,KOSDAQ,25.05,6890,18801757010,2858781,86654992580,
14,153890,져스텍,KOSDAQ,24.19,8470,31221743150,3736492,102066083350,
15,049080,기가레인,KOSDAQ,21.84,10990,34255523520,3201657,93286790660,
16,017900,광전자,KOSPI,21.31,7060,99989453520,14341348,409082966780,
17,336260,두산퓨얼셀,KOSPI,20.98,34600,94723958525,2799090,2266082919600,
18,033250,체시스,KOSPI,20.36,4700,393094117,87472,30080000000,
19,027580,상보,KOSDAQ,20.24,1806,371994111,218828,21376276530,
20,469750,아이비젼웍스,KOSDAQ,19.81,1137,2173532742,2100519,39177018897,
21,002630,오리엔트바이오,KOSPI,18.63,1070,3150166575,2959119,63441907140,
22,010170,대한광통신,KOSDAQ,18.57,12070,483513276195,40183237,1876711916200,
23,032580,피델릭스,KOSDAQ,18.52,4480,7016396413,1637471,148431646720,
24,038060,루멘스,KOSDAQ,18.51,999,1787718109,1827067,48054965931,
25,154040,다산솔루에타,KOSDAQ,18.43,983,853137644,884327,21248148562,
26,050090,비케이홀딩스,KOSDAQ,18.27,479,599066985,1249985,11273138065,
27,027040,서울전자통신,KOSDAQ,17.93,1967,1498660934,769611,27376251623,
28,950160,코오롱티슈진,KOSDAQ,17.21,18660,186450880625,9936732,1585543185600,
29,196450,코아시아씨엠,KOSDAQ,16.82,1049,61424780,62636,47540680000,
30,007610,선도전기,KOSPI,16.60,4670,13707796627,2893217,84060000000,
31,335870,윙스풋,KOSDAQ,15.94,1200,94391480,81430,20100567600,
32,088800,에이스테크,KOSDAQ,15.56,2080,2980869241,1394361,157053382720,
33,094170,동운아나텍,KOSDAQ,15.52,32000,6458847000,204968,669117952000,
34,017510,세명전기,KOSDAQ,15.42,7410,17753763750,2323872,112972860000,
35,043340,에쎈테크,KOSDAQ,15.42,958,227770489,252989,45505000000,
36,056080,유진로봇,KOSDAQ,15.19,14260,7906269690,588035,545238030360,
37,077970,STX엔진,KOSPI,15.16,28100,9970609850,364669,1128160570300,
38,014950,삼익제약,KOSDAQ,15.05,5350,10184840080,1894140,53861595800,
39,007810,코리아써키트,KOSPI,14.94,55400,30582980950,555243,1328637148000,
40,115530,씨엔플러스,KOSDAQ,14.86,2550,246297448,101599,20105171550,
41,007815,코리아써우,KOSPI,14.58,16030,113984590,6778,47523980700,
42,011070,LG이노텍,KOSPI,14.48,601000,204369878000,339241,14223931307000,
43,103140,풍산,KOSPI,14.47,80700,33333219750,417613,2261559234600,
44,009150,삼성전기,KOSPI,14.43,1356000,1364762760000,1023094,101284651776000,
45,115610,이미지스,KOSDAQ,14.39,1741,730656819,424380,20576476829,
46,092190,서울바이오시스,KOSDAQ,14.23,5940,1795561895,309113,272458195020,
47,332570,PS일렉트로닉스,KOSDAQ,14.08,9400,62235026205,6748214,439088692200,
48,0082N0,카나프테라퓨틱스,KOSDAQ,14.08,14260,1537598280,111422,189160040800,
49,219130,타이거일렉,KOSDAQ,14.04,73100,6618517950,93399,461574599000,
50,463020,뉴엔AI,KOSDAQ,14.02,10330,31657133135,3019894,92837776000,
51,109670,씨싸이트,KOSDAQ,13.71,3980,126449940,33429,23229675960,
52,451220,아이엠티,KOSDAQ,13.64,10000,912220470,93990,78746110000,
53,468530,프로티나,KOSDAQ,13.23,26100,1791605525,72342,288018928800,
54,418620,E8,KOSDAQ,13.10,725,1434096630,1901202,14391595825,
55,072950,빛샘전자,KOSDAQ,13.10,8550,23395099600,2651227,68849815500,
56,043260,성호전자,KOSDAQ,13.03,19000,109540887765,5730548,1363093687000,
57,082740,한화엔진,KOSPI,13.01,46050,44804453275,1004658,3842740889100,
58,160190,하이젠알앤엠,KOSDAQ,13.00,17650,3484953825,201901,545173200000,
59,172670,에이엘티,KOSDAQ,12.98,10970,957359900,89167,98294041230,
60,147760,피엠티,KOSDAQ,12.90,3150,422628135,140544,63000000000,
61,036170,에이치엠넥스,KOSDAQ,12.84,2900,1481575029,532261,177960315400,
62,080580,오킨스전자,KOSDAQ,12.81,13300,3971939935,301674,280509701500,
63,031330,에스에이엠티,KOSDAQ,12.77,10070,10128104960,1050624,1006950324690,
64,327260,RF머트리얼즈,KOSDAQ,12.69,33750,25123990500,720366,303585806250,
65,071970,HD현대마린엔진,KOSPI,12.55,59200,18235209450,314369,2008152504000,
66,009830,한화솔루션,KOSPI,12.50,30150,237166437275,7791896,5182559960400,
67,298040,효성중공업,KOSPI,12.43,2985000,177055736000,60133,27833775780000,
68,389260,대명에너지,KOSDAQ,12.28,14540,7060354165,498749,260503365500,
69,00781K,코리아써키트2우B,KOSPI,12.25,12740,68409700,5420,9984325260,
70,088280,쏘닉스,KOSDAQ,12.15,2770,369270938,135554,47938977300,
71,080420,모다이노칩,KOSDAQ,12.12,1795,59704317,34222,143100311490,
72,232830,아이티센피엔에스,KOSDAQ,12.12,1647,78258696,49587,27231046722,
73,006340,대원전선,KOSPI,12.04,15450,677716507595,43140353,1211502727200,
74,355150,코스텍시스,KOSDAQ,12.01,19030,5500905730,279404,148383570500,
75,255440,야스,KOSDAQ,11.96,6740,5051146905,772227,88010920000,
76,323280,태성,KOSDAQ,11.86,44800,21395965350,494447,1368101504000,
77,199820,제일일렉트릭,KOSDAQ,11.74,7710,8677265020,1117784,171316200000,
78,059120,아진엑스텍,KOSDAQ,11.68,6980,40962488270,5848067,127804260680,
79,267270,HD건설기계,KOSPI,11.64,141900,65915463400,476031,6800117184300,
80,126340,비나텍,KOSDAQ,11.64,71000,10332922250,149495,509809394000,
81,200670,휴메딕스,KOSDAQ,11.61,28350,1558691850,56339,318368515500,
82,001440,대한전선,KOSPI,11.57,28450,101500811400,3649954,5575989356200,
83,024850,HLB이노베이션,KOSDAQ,11.57,10900,1631035635,155650,346113629600,
84,060260,뉴보텍,KOSDAQ,11.45,1304,1244049394,944958,17398432224,
85,092870,엑시콘,KOSDAQ,11.42,16100,3632351445,229807,210117831700,
86,33637L,솔루스첨단소재2우B,KOSPI,11.31,2165,10846126,5381,8180010840,
87,030720,동원수산,KOSPI,11.13,6190,927105605,157040,28807052950,
88,147830,제룡산업,KOSDAQ,11.02,6850,8544218555,1243049,137000000000,
89,033160,엠케이전자,KOSDAQ,11.01,17040,37963727845,2162088,412273700640,
90,085620,미래에셋생명,KOSPI,10.87,16830,4276853685,258848,2275079400000,
91,217590,티엠씨,KOSPI,10.80,13750,50379218260,3538936,331295593750,
92,389020,자람테크놀로지,KOSDAQ,10.66,22000,1527790325,70195,151911804000,
93,402490,그린리소스,KOSDAQ,10.59,7310,1600009860,226177,123796436270,
94,499790,GS피앤엘,KOSPI,10.56,44500,12248911825,274471,882472424500,
95,900070,글로벌에스엠,KOSDAQ,10.54,1028,90052332,91323,27624399552,
96,159010,아스플로,KOSDAQ,10.52,16500,1643183425,102827,220023193500,
97,029460,케이씨,KOSPI,10.40,31850,1392547100,44618,351004039750,
98,208860,다산디엠씨,KOSDAQ,10.31,995,133297120,134877,33780223135,
99,425040,티이엠씨,KOSDAQ,10.13,9350,2712402360,298508,204979096300,
100,456010,아이씨티케이,KOSDAQ,10.12,15450,3830645655,252819,224061307500,
101,330860,네패스아크,KOSDAQ,10.08,27300,6167765500,229075,332624428500,
102,0218L0,네오뷰,KOSDAQ,10.04,16990,2379852900,144566,89642213250,
103,061970,LB세미콘,KOSDAQ,10.03,4115,4952263878,1213940,239011569690,
104,090360,로보스타,KOSDAQ,10.03,76800,17662457350,237817,748800000000,
105,103230,에스앤더블류,KOSDAQ,10.00,2585,63889515,25834,18612000000,
