date,code,market,name,mcap,shares,sect
2026-08-21,00781K,KOSPI,코리아써키트2우B,10509403590,783699,
2026-08-21,003690,KOSPI,코리안리,2569523790740,176721031,
2026-08-21,192820,KOSPI,코스맥스,3075716939000,11349509,
2026-08-21,044820,KOSPI,코스맥스비티아이,214647634350,9603921,
2026-08-21,005070,KOSPI,코스모신소재,1245546412500,33214571,
2026-08-21,005420,KOSPI,코스모화학,380241457200,38408228,
2026-08-21,071950,KOSPI,코아스,24248070015,14459195,
2026-08-21,002020,KOSPI,코오롱,311075088000,12907680,
2026-08-21,003070,KOSPI,코오롱글로벌,246612402300,25423959,
2026-08-21,003075,KOSPI,코오롱글로벌우,10036986350,740737,
2026-08-21,002025,KOSPI,코오롱우,14830384860,1160437,
2026-08-21,120110,KOSPI,코오롱인더,1486820488800,29946032,
2026-08-21,120115,KOSPI,코오롱인더우,67535784000,2767860,
2026-08-21,021240,KOSPI,코웨이,6786596153400,70767426,
2026-08-21,036420,KOSPI,콘텐트리중앙,30010675864,19262308,
2026-08-21,024720,KOSPI,콜마홀딩스,342619627410,34296259,
2026-08-21,192400,KOSPI,쿠쿠홀딩스,992184961500,35562185,
2026-08-21,284740,KOSPI,쿠쿠홈시스,508205524500,22437330,
2026-08-21,264900,KOSPI,크라운제과,102069377500,12523850,
2026-08-21,26490K,KOSPI,크라운제과우,5979618800,773560,
2026-08-21,005740,KOSPI,크라운해태홀딩스,85075298310,14847347,
2026-08-21,005745,KOSPI,크라운해태홀딩스우,3129782460,600726,
2026-08-21,259960,KOSPI,크래프톤,10242598926000,46137833,
2026-08-21,020120,KOSPI,키다리스튜디오,148996339320,37063766,
2026-08-21,039490,KOSPI,키움증권,7029188688000,26228316,
2026-08-21,014580,KOSPI,태경비케이,107574090000,27583100,
2026-08-21,015890,KOSPI,태경산업,137813556250,29228750,
2026-08-21,006890,KOSPI,태경케미컬,58928000000,11600000,
2026-08-21,003240,KOSPI,태광산업,958637400000,1113400,
2026-08-21,011280,KOSPI,태림포장,122635888080,70805940,
2026-08-21,004100,KOSPI,태양금속,88263500000,36700000,
2026-08-21,004105,KOSPI,태양금속우,9339000000,3300000,
2026-08-21,009410,KOSPI,태영건설,475548944644,297590078,
2026-08-21,009415,KOSPI,태영건설우,4159833600,649974,
2026-08-21,001420,KOSPI,태원물산,17252000000,7600000,
2026-08-21,055490,KOSPI,테이팩스,63662445000,4786650,
2026-08-21,078000,KOSPI,텔코웨어,121414611780,9240077,
2026-08-21,214420,KOSPI,토니모리,127730982690,24054799,
2026-08-21,091810,KOSPI,트리니티항공,319592067334,510530459,
2026-08-21,019180,KOSPI,티에이치엔,96120000000,18000000,
2026-08-21,217590,KOSPI,티엠씨,280215836750,24094225,
2026-08-21,363280,KOSPI,티와이홀딩스,87946344689,45497333,
2026-08-21,36328K,KOSPI,티와이홀딩스우,2843376580,1174949,
2026-08-21,004870,KOSPI,티웨이홀딩스,26480256660,22632698,
2026-08-21,034230,KOSPI,파라다이스,857748077320,92629382,
2026-08-21,005690,KOSPI,파미셀,639642789240,60004014,
2026-08-21,036580,KOSPI,팜스코,92187136930,36727943,
2026-08-21,004720,KOSPI,팜젠사이언스,70794890625,22654365,
2026-08-21,028670,KOSPI,팬오션,3127231645200,534569512,
2026-08-21,010820,KOSPI,퍼스텍,279463204740,48771938,
2026-08-21,016800,KOSPI,퍼시스,313375000000,11500000,
2026-08-21,001020,KOSPI,페이퍼코리아,83652155700,35596662,
2026-08-21,090080,KOSPI,평화산업,59349341979,54902259,
2026-08-21,010770,KOSPI,평화홀딩스,53163568910,14625466,
2026-08-21,022100,KOSPI,포스코DX,2966197562790,152034729,
2026-08-21,058430,KOSPI,포스코스틸리온,268800000000,60000000,
2026-08-21,047050,KOSPI,포스코인터내셔널,8901693072800,175922788,
2026-08-21,003670,KOSPI,포스코퓨처엠,13777769478000,88946220,
2026-08-21,017810,KOSPI,풀무원,351852602660,38120542,
2026-08-21,103140,KOSPI,풍산,2180288828400,28024278,
2026-08-21,005810,KOSPI,풍산홀딩스,531998074800,14417292,
2026-08-21,950210,KOSPI,프레스티지바이오파마,364783660850,60096155,
2026-08-21,006490,KOSPI,프리티,26560346254,29577223,
2026-08-21,009810,KOSPI,플레이그램,26884570614,15749602,
2026-08-21,086790,KOSPI,하나금융지주,35338565942400,274367748,
2026-08-21,293480,KOSPI,하나제약,149470475860,17772946,
2026-08-21,039130,KOSPI,하나투어,483285878400,15489932,
2026-08-21,352820,KOSPI,하이브,7237637764400,43106836,
2026-08-21,071090,KOSPI,하이스틸,60170583580,20191471,
2026-08-21,000080,KOSPI,하이트진로,1068836231640,70133611,
2026-08-21,000087,KOSPI,하이트진로2우B,14058916720,1130138,
2026-08-21,000140,KOSPI,하이트진로홀딩스,187510661200,23206765,
2026-08-21,000145,KOSPI,하이트진로홀딩스우,4557440800,470810,
2026-08-21,036460,KOSPI,한국가스공사,3290958450000,92313000,
2026-08-21,005430,KOSPI,한국공항,255841484000,3166355,
2026-08-21,071050,KOSPI,한국금융지주,10281445524000,55725992,
2026-08-21,071055,KOSPI,한국금융지주우,875808524500,5858251,
2026-08-21,010040,KOSPI,한국내화,65912634510,41067062,
2026-08-21,025540,KOSPI,한국단자,551267500000,10115000,
2026-08-21,010100,KOSPI,한국무브넥스,106880974200,30450420,
2026-08-21,004090,KOSPI,한국석유,139508378800,12694120,
2026-08-21,002200,KOSPI,한국수출포장,85759848960,33499941,
2026-08-21,002960,KOSPI,한국쉘석유,660400000000,1300000,
2026-08-21,000240,KOSPI,한국앤컴퍼니,2207244330000,94935240,
2026-08-21,123890,KOSPI,한국자산신탁,306546684630,122373926,
2026-08-21,015760,KOSPI,한국전력,20382359444750,641964077,
2026-08-21,006200,KOSPI,한국전자홀딩스,17569896879,9360627,
2026-08-21,027970,KOSPI,한국제지,104392745280,38030144,
2026-08-21,023350,KOSPI,한국종합기술,42759750000,10950000,
2026-08-21,025890,KOSPI,한국주강,27415755360,11144616,
2026-08-21,000970,KOSPI,한국주철관,152991355000,22800500,
2026-08-21,104700,KOSPI,한국철강,353200500000,36450000,
2026-08-21,017960,KOSPI,한국카본,1165304759300,51676486,
2026-08-21,161890,KOSPI,한국콜마,3226814025900,23605077,
2026-08-21,161390,KOSPI,한국타이어앤테크놀로지,8175754554000,123875069,
2026-08-21,034830,KOSPI,한국토지신탁,280768023760,252489230,
2026-08-21,007280,KOSPI,한국특강,68751696000,28646540,
2026-08-21,047810,KOSPI,한국항공우주,12671763910000,97475107,
2026-08-21,123690,KOSPI,한국화장품,100585680000,16068000,
2026-08-21,003350,KOSPI,한국화장품제조,244728000000,22660000,
2026-08-21,011500,KOSPI,한농화성,196713988360,15637042,
2026-08-21,002390,KOSPI,한독,128964304210,13763533,
2026-08-21,053690,KOSPI,한미글로벌,181347452500,10957550,
2026-08-21,042700,KOSPI,한미반도체,20349154700000,95312200,
2026-08-21,008930,KOSPI,한미사이언스,3074200172500,68391550,
2026-08-21,128940,KOSPI,한미약품,5322966760500,12810991,
2026-08-21,009240,KOSPI,한샘,895465960400,23533928,
2026-08-21,020000,KOSPI,한섬,329671857900,21476994,
2026-08-21,003680,KOSPI,한성기업,31916907100,6209515,
2026-08-21,105630,KOSPI,한세실업,353600000000,40000000,
2026-08-21,069640,KOSPI,한세엠케이,31712066779,21735481,
2026-08-21,016450,KOSPI,한세예스24홀딩스,178200000000,40000000,
2026-08-21,009180,KOSPI,한솔로지스틱스,76724623125,28155825,
2026-08-21,213500,KOSPI,한솔제지,173744204800,23800576,
2026-08-21,014680,KOSPI,한솔케미칼,2169601236000,10794036,
2026-08-21,004710,KOSPI,한솔테크닉스,364401944620,53119817,
2026-08-21,004150,KOSPI,한솔홀딩스,137028910800,41026620,
2026-08-21,025750,KOSPI,한솔홈데코,29647973360,16113029,
2026-08-21,004960,KOSPI,한신공영,124037925440,11570702,
2026-08-21,011700,KOSPI,한신기계,73652762770,32446151,
2026-08-21,001750,KOSPI,한양증권,293124028400,15109486,
2026-08-21,001755,KOSPI,한양증권우,9315539000,472870,
2026-08-21,018880,KOSPI,한온시스템,3489292676800,1026262552,
2026-08-21,009420,KOSPI,한올바이오파마,2951596047000,52240638,
2026-08-21,014130,KOSPI,한익스프레스,29485618085,11817883,
2026-08-21,300720,KOSPI,한일시멘트,1141421643680,73545209,
2026-08-21,002220,KOSPI,한일철강,73684989600,26697460,
2026-08-21,003300,KOSPI,한일홀딩스,552499476480,30831444,
2026-08-21,051600,KOSPI,한전KPS,1971000000000,45000000,
2026-08-21,052690,KOSPI,한전기술,3497130000000,38220000,
2026-08-21,130660,KOSPI,한전산업,354688000000,32600000,
2026-08-21,002320,KOSPI,한진,232779240000,15518616,
2026-08-21,003480,KOSPI,한진중공업홀딩스,136427731440,29529812,
2026-08-21,180640,KOSPI,한진칼,7871272694100,66762279,
2026-08-21,18064K,KOSPI,한진칼우,15619890600,536766,
2026-08-21,005110,KOSPI,한창,26467434378,21106407,
2026-08-21,009460,KOSPI,한창제지,41647904530,11933497,
2026-08-21,372910,KOSPI,한컴라이프케어,49786256394,27674406,
2026-08-21,000880,KOSPI,한화,5908563612200,70507919,
2026-08-21,00088K,KOSPI,한화3우B,567579899250,19404441,
2026-08-21,452260,KOSPI,한화갤러리아,376669222230,193859610,
2026-08-21,45226K,KOSPI,한화갤러리아우,11908327000,2904470,
2026-08-21,451800,KOSPI,한화리츠,984208000000,179600000,
2026-08-21,489790,KOSPI,한화비전,2585005568000,50488390,
2026-08-21,088350,KOSPI,한화생명,4750859100000,868530000,
2026-08-21,000370,KOSPI,한화손해보험,858031025250,116738915,
2026-08-21,009830,KOSPI,한화솔루션,7207805778800,224892536,
2026-08-21,009835,KOSPI,한화솔루션우,43360256640,2544616,
2026-08-21,272210,KOSPI,한화시스템,13281033046700,188919389,
2026-08-21,012450,KOSPI,한화에어로스페이스,55946290085000,51563401,
2026-08-21,082740,KOSPI,한화엔진,3680018962200,83447142,
2026-08-21,042660,KOSPI,한화오션,25800007774800,306413394,
2026-08-21,003530,KOSPI,한화투자증권,1044847664250,214547775,
2026-08-21,003535,KOSPI,한화투자증권우,31824000000,4800000,
2026-08-21,195870,KOSPI,해성디에스,885700000000,17000000,
2026-08-21,101530,KOSPI,해태제과식품,162471866760,29116822,
2026-08-21,143210,KOSPI,핸즈코퍼레이션,33571739817,27999783,
2026-08-21,000720,KOSPI,현대건설,11759168784000,111355765,
2026-08-21,000725,KOSPI,현대건설우,56426075500,1054693,
2026-08-21,453340,KOSPI,현대그린푸드,583514418390,32471587,
2026-08-21,086280,KOSPI,현대글로비스,14752500000000,75000000,
2026-08-21,064350,KOSPI,현대로템,14199412319300,109142293,
2026-08-21,079430,KOSPI,현대리바트,119277217860,20114202,
2026-08-21,012330,KOSPI,현대모비스,45003361168000,90732583,
2026-08-21,069960,KOSPI,현대백화점,2014162780800,21564912,
2026-08-21,004560,KOSPI,현대비앤지스틸,170088988080,15078811,
2026-08-21,004310,KOSPI,현대약품,187200000000,32000000,
2026-08-21,017800,KOSPI,현대엘리베이터,2822470197000,39092385,
2026-08-21,307950,KOSPI,현대오토에버,12285943936000,27423982,
2026-08-21,011210,KOSPI,현대위아,1615387930200,27195083,
2026-08-21,004020,KOSPI,현대제철,3603036195000,133445785,
2026-08-21,005440,KOSPI,현대지에프홀딩스,2090728068600,183397199,
2026-08-21,005380,KOSPI,현대차,84974472890000,204757766,
2026-08-21,005387,KOSPI,현대차2우B,6856426673000,34963930,
2026-08-21,005389,KOSPI,현대차3우B,446172548400,2327452,
2026-08-21,005385,KOSPI,현대차우,4598169120000,23340960,
2026-08-21,001500,KOSPI,현대차증권,484771064960,61833044,
2026-08-21,011760,KOSPI,현대코퍼레이션,344614564300,13228966,
2026-08-21,227840,KOSPI,현대코퍼레이션홀딩스,117309776040,9100836,
2026-08-21,126560,KOSPI,현대퓨처넷,347805312400,109201040,
2026-08-21,001450,KOSPI,현대해상,4241100437500,85248250,
2026-08-21,093240,KOSPI,형지엘리트,24556103600,61390259,
2026-08-21,003010,KOSPI,혜인,120389714090,12712747,
2026-08-21,111110,KOSPI,호전실업,59744940000,9066000,
2026-08-21,008770,KOSPI,호텔신라,1660195518300,39248121,
2026-08-21,008775,KOSPI,호텔신라우,22142836550,751879,
2026-08-21,378850,KOSPI,화승알앤에이,58310422610,18993623,
2026-08-21,241590,KOSPI,화승엔터프라이즈,177829525060,60589276,
2026-08-21,006060,KOSPI,화승인더,132768000000,55320000,
2026-08-21,013520,KOSPI,화승코퍼레이션,122625567400,50051252,
2026-08-21,010690,KOSPI,화신,284252137400,34920410,
2026-08-21,133820,KOSPI,화인베스틸,33365937298,37114502,
2026-08-21,010660,KOSPI,화천기계,58080000000,22000000,
2026-08-21,000850,KOSPI,화천기공,78430000000,2200000,
2026-08-21,016580,KOSPI,환인제약,183024688800,18600070,
2026-08-21,032560,KOSPI,황금에스티,96900000000,17000000,
2026-08-21,004800,KOSPI,효성,2609829451300,16740407,
2026-08-21,094280,KOSPI,효성ITX,138698400000,11558200,
2026-08-21,298040,KOSPI,효성중공업,25372095108000,9324548,
2026-08-21,298020,KOSPI,효성티앤씨,1350236784000,4327682,
2026-08-21,298000,KOSPI,효성화학,284765006100,3791811,
2026-08-21,093370,KOSPI,후성,1280628640200,107255330,
2026-08-21,005870,KOSPI,휴니드,62745686675,14116015,
2026-08-21,079980,KOSPI,휴비스,67275000000,34500000,
2026-08-21,005010,KOSPI,휴스틸,202558010375,56188075,
2026-08-21,000540,KOSPI,흥국화재,216497713650,64242645,
2026-08-21,000545,KOSPI,흥국화재우,4078080000,768000,
2026-08-21,003280,KOSPI,흥아해운,425552071230,240424899,
2026-08-21,060310,KOSDAQ,3S,56348700480,53059040,벤처기업부
2026-08-21,054620,KOSDAQ,APS,68702415435,18394221,중견기업부
2026-08-21,079810,KOSDAQ,APS이노베이션,66952372340,21528094,우량기업부
2026-08-21,265520,KOSDAQ,AP시스템,284159500480,15050821,우량기업부
2026-08-21,211270,KOSDAQ,AP위성,114776333440,15082304,우량기업부
2026-08-21,126600,KOSDAQ,BGF에코머티리얼즈,175433482705,62766899,우량기업부
2026-08-21,083790,KOSDAQ,CG인바이츠,61515345600,76894182,벤처기업부
2026-08-21,035760,KOSDAQ,CJ ENM,697347097200,21929154,중견기업부
2026-08-21,311690,KOSDAQ,CJ 바이오사이언스,48276882090,13065462,기술성장기업부
2026-08-21,051500,KOSDAQ,CJ프레시웨이,277201533100,11871586,우량기업부
2026-08-21,058820,KOSDAQ,CMG제약,81912326468,148123556,관리종목(소속부없음)
2026-08-21,056730,KOSDAQ,CNT85,20558442719,14822237,중견기업부
2026-08-21,065770,KOSDAQ,CS,16414014904,10515064,벤처기업부
2026-08-21,083660,KOSDAQ,CSA 코스믹,20332497900,7109265,중견기업부
2026-08-21,477760,KOSDAQ,DB금융스팩12호,12030400000,5840000,SPAC(소속부없음)
2026-08-21,099520,KOSDAQ,DGI,58141862016,45281824,관리종목(소속부없음)
2026-08-21,290120,KOSDAQ,DH오토리드,36951788295,15825177,중견기업부
2026-08-21,025440,KOSDAQ,DH오토웨어,35171259620,9756244,투자주의환기종목(소속부없음)
2026-08-21,068790,KOSDAQ,DMS,170630893440,22570224,우량기업부
2026-08-21,241520,KOSDAQ,DSC인베스트먼트,208544000000,26600000,중견기업부
2026-08-21,180400,KOSDAQ,DXVX,244104991360,98429432,관리종목(소속부없음)
2026-08-21,418620,KOSDAQ,E8,9706883253,19850477,관리종목(소속부없음)
2026-08-21,245620,KOSDAQ,EDGC,167118555474,225531114,관리종목(소속부없음)
2026-08-21,037370,KOSDAQ,EG,30446151160,8624972,벤처기업부
2026-08-21,050120,KOSDAQ,ES큐브,44761483800,13564086,중견기업부
2026-08-21,214270,KOSDAQ,FSN,60094172608,45251636,중견기업부
2026-08-21,032620,KOSDAQ,GC메디아이,156591417000,52197139,우량기업부
2026-08-21,130500,KOSDAQ,GH신소재,26559264952,14545052,중견기업부
2026-08-21,019570,KOSDAQ,GMI벤처,26201035980,9545004,중견기업부
2026-08-21,900290,KOSDAQ,GRT,287276271360,83510544,외국기업(소속부없음)
2026-08-21,083450,KOSDAQ,GST,792490000000,18430000,우량기업부
2026-08-21,297890,KOSDAQ,HB솔루션,119804817132,73140914,우량기업부
2026-08-21,440290,KOSDAQ,HB인베스트먼트,46485866700,27506430,중견기업부
2026-08-21,078150,KOSDAQ,HB테크놀러지,178642823836,94921798,우량기업부
2026-08-21,225530,KOSDAQ,HC보광산업,73222534905,36338727,우량기업부
2026-08-21,060560,KOSDAQ,HC홈센타,50674449996,25388001,중견기업부
2026-08-21,376270,KOSDAQ,HEM파마,289487794700,7219147,기술성장기업부
2026-08-21,195940,KOSDAQ,HK이노엔,1161525531000,28329891,우량기업부
2026-08-21,028300,KOSDAQ,HLB,5148111318950,133198223,중견기업부
2026-08-21,278650,KOSDAQ,HLB바이오스텝,40966130600,17432396,중견기업부
2026-08-21,067630,KOSDAQ,HLB생명과학,358436150520,121917058,투자주의환기종목(소속부없음)
2026-08-21,024850,KOSDAQ,HLB이노베이션,441056726160,31753544,중견기업부
2026-08-21,187420,KOSDAQ,HLB제넥스,61241920572,32644947,기술성장기업부
2026-08-21,047920,KOSDAQ,HLB제약,257474944600,32799356,기술성장기업부
2026-08-21,115450,KOSDAQ,HLB테라퓨틱스,186461129445,88580109,중견기업부
2026-08-21,046210,KOSDAQ,HLB파나진,51583178680,45527960,벤처기업부
2026-08-21,196300,KOSDAQ,HLB펩,43600441350,9376439,관리종목(소속부없음)
2026-08-21,403870,KOSDAQ,HPSP,3695270000000,82300000,우량기업부
2026-08-21,036640,KOSDAQ,HRS,79811424000,16354800,우량기업부
2026-08-21,469480,KOSDAQ,IBKS제24호스팩,9009900000,4230000,SPAC(소속부없음)
2026-08-21,0099X0,KOSDAQ,IBKS제25호스팩,13036400000,5980000,SPAC(소속부없음)
2026-08-21,095340,KOSDAQ,ISC,3270706049400,21197058,우량기업부
2026-08-21,950170,KOSDAQ,JTC,221474369440,51746348,외국기업(소속부없음)
2026-08-21,067290,KOSDAQ,JW신약,114876061150,56037103,중견기업부
2026-08-21,035900,KOSDAQ,JYP Ent.,1378660689600,35532492,우량기업부
2026-08-21,318000,KOSDAQ,KBG,25346646700,8740223,벤처기업부
2026-08-21,024840,KOSDAQ,KBI메탈,228315807520,43159888,중견기업부
2026-08-21,024120,KOSDAQ,KB오토시스,35707500000,11500000,중견기업부
2026-08-21,478390,KOSDAQ,KB제29호스팩,12751000000,6220000,SPAC(소속부없음)
2026-08-21,486630,KOSDAQ,KB제30호스팩,10805850000,5310000,SPAC(소속부없음)
2026-08-21,492220,KOSDAQ,KB제31호스팩,12482100000,6210000,SPAC(소속부없음)
2026-08-21,0037T0,KOSDAQ,KB제32호스팩,12590370000,6330000,SPAC(소속부없음)
2026-08-21,0072Z0,KOSDAQ,KB제33호스팩,15643840000,7885000,SPAC(소속부없음)
2026-08-21,021320,KOSDAQ,KCC건설,117914000000,21400000,우량기업부
2026-08-21,044180,KOSDAQ,KD,5477148795,26717799,관리종목(소속부없음)
2026-08-21,151860,KOSDAQ,KG에코솔루션,256104150760,47603002,우량기업부
2026-08-21,035600,KOSDAQ,KG이니시스,275544340000,27554434,우량기업부
2026-08-21,046440,KOSDAQ,KG파이낸셜,152803424040,38010802,우량기업부
2026-08-21,060720,KOSDAQ,KH바텍,237011194420,23677442,중견기업부
2026-08-21,058400,KOSDAQ,KNN,68068876080,13242972,우량기업부
2026-08-21,101000,KOSDAQ,KS인더스트리,7313939406,9910487,투자주의환기종목(소속부없음)
2026-08-21,089600,KOSDAQ,KT나스미디어,142982494680,11568163,우량기업부
2026-08-21,418470,KOSDAQ,KT밀리의서재,80090127150,8565789,우량기업부
2026-08-21,043610,KOSDAQ,KT지니뮤직,70900834360,58115438,중견기업부
2026-08-21,122450,KOSDAQ,KX,125495535200,44819834,중견기업부
2026-08-21,052900,KOSDAQ,KX하이텍,80501494500,76668090,우량기업부
2026-08-21,036560,KOSDAQ,KZ정밀,189787500000,15750000,우량기업부
2026-08-21,061970,KOSDAQ,LB세미콘,282283409160,58083006,중견기업부
2026-08-21,309960,KOSDAQ,LB인베스트먼트,100414558675,23217239,중견기업부
2026-08-21,073490,KOSDAQ,LIG아큐버,229636149200,7603846,우량기업부
2026-08-21,225190,KOSDAQ,LK삼양,62787380040,70468440,중견기업부
2026-08-21,091970,KOSDAQ,LSK아이로봇,30026098300,7534780,중견기업부
2026-08-21,060370,KOSDAQ,LS마린솔루션,1616792531300,52238854,우량기업부
2026-08-21,417200,KOSDAQ,LS머트리얼즈,734707876740,67652659,중견기업부
2026-08-21,078020,KOSDAQ,LS증권,364511418300,55481190,우량기업부
2026-08-21,322180,KOSDAQ,LS티라유텍,87166709830,21496106,벤처기업부
2026-08-21,476080,KOSDAQ,M83,31944535000,8077000,중견기업부
2026-08-21,086960,KOSDAQ,MDS테크,84589524630,42528670,우량기업부
2026-08-21,160550,KOSDAQ,NEW,28854913604,27906106,중견기업부
2026-08-21,053290,KOSDAQ,NE능률,30276194424,16526307,중견기업부
2026-08-21,060250,KOSDAQ,NHN KCP,569477463980,40160611,우량기업부
2026-08-21,104200,KOSDAQ,NHN벅스,37661977000,14827550,중견기업부
2026-08-21,054050,KOSDAQ,NH농우바이오,107725369920,16030561,우량기업부
2026-08-21,063570,KOSDAQ,NICE인프라,111663070560,34147728,우량기업부
2026-08-21,024940,KOSDAQ,PN풍년,19020000000,10000000,벤처기업부
2026-08-21,332570,KOSDAQ,PS일렉트로닉스,419002720110,46711563,우량기업부
2026-08-21,218410,KOSDAQ,RFHIC,1253032090300,26575442,우량기업부
2026-08-21,327260,KOSDAQ,RF머트리얼즈,591832803100,17988839,벤처기업부
2026-08-21,474610,KOSDAQ,RF시스템즈,97158582800,14415220,벤처기업부
2026-08-21,091340,KOSDAQ,S&K폴리텍,25163000150,11703721,중견기업부
2026-08-21,419530,KOSDAQ,SAMG엔터,209760775350,10207337,기술성장기업부
2026-08-21,019550,KOSDAQ,SBI인베스트먼트,82572919453,81033287,중견기업부
2026-08-21,246960,KOSDAQ,SCL사이언스,67829991718,34017047,기술성장기업부
2026-08-21,099220,KOSDAQ,SDN,32164562850,62944350,관리종목(소속부없음)
2026-08-21,056190,KOSDAQ,SFA,851037612000,35908760,우량기업부
2026-08-21,222080,KOSDAQ,SFA넥셀,582573278560,77780144,우량기업부
2026-08-21,036540,KOSDAQ,SFA반도체,914399284680,164460303,중견기업부
2026-08-21,255220,KOSDAQ,SG,134653298158,109563302,중견기업부
2026-08-21,040610,KOSDAQ,SG&G,53687333700,17043598,중견기업부
2026-08-21,184230,KOSDAQ,SGA솔루션즈,35131640940,18887979,벤처기업부
2026-08-21,016250,KOSDAQ,SGC E&C,56666092500,5036986,중견기업부
2026-08-21,357880,KOSDAQ,SKAI,97256905400,54182120,기술성장기업부
2026-08-21,048550,KOSDAQ,SM C&C,125729006000,96714620,중견기업부
2026-08-21,063440,KOSDAQ,SM Life Design,46316390008,45319364,중견기업부
2026-08-21,067160,KOSDAQ,SOOP,432777977550,11494767,우량기업부
2026-08-21,289080,KOSDAQ,SV인베스트먼트,121479230660,60138233,중견기업부
2026-08-21,041930,KOSDAQ,SY동아,71972000000,15200000,우량기업부
2026-08-21,089230,KOSDAQ,THE E&M,88500939730,39421354,중견기업부
2026-08-21,032540,KOSDAQ,TJ미디어,64573006170,20897413,우량기업부
2026-08-21,048770,KOSDAQ,TPC로보틱스,45367193990,15697991,벤처기업부
2026-08-21,246690,KOSDAQ,TS인베스트먼트,44060956422,23778174,중견기업부
2026-08-21,317240,KOSDAQ,TS트릴리온,34486872402,29176711,벤처기업부
2026-08-21,057030,KOSDAQ,YBM넷,35887933400,16312697,중견기업부
2026-08-21,040300,KOSDAQ,YTN,95592344900,47676980,중견기업부
2026-08-21,051390,KOSDAQ,YW,45137587800,11355368,중견기업부
2026-08-21,052220,KOSDAQ,iMBC,41998000000,23000000,중견기업부
2026-08-21,079940,KOSDAQ,가비아,601917677400,13420684,우량기업부
2026-08-21,078890,KOSDAQ,가온그룹,76555638165,18424943,중견기업부
2026-08-21,399720,KOSDAQ,가온칩스,533647980000,11858844,벤처기업부
2026-08-21,036620,KOSDAQ,감성코퍼레이션,342827131360,89862944,우량기업부
2026-08-21,198440,KOSDAQ,강동씨앤엘,76469529480,60931896,중견기업부
2026-08-21,217730,KOSDAQ,강스템바이오텍,219146167170,94054149,기술성장기업부
2026-08-21,114190,KOSDAQ,강원에너지,214208911600,26123038,중견기업부
2026-08-21,094480,KOSDAQ,갤럭시아머니트리,241655802080,39229838,우량기업부
2026-08-21,039240,KOSDAQ,경남스틸,50532798292,26979604,우량기업부
2026-08-21,053950,KOSDAQ,경남제약,30116161215,19619649,중견기업부
2026-08-21,011040,KOSDAQ,경동제약,155382268300,30768766,중견기업부
2026-08-21,024910,KOSDAQ,경창산업,60569937455,35819005,중견기업부
2026-08-21,049720,KOSDAQ,고려신용정보,130559000000,14300000,우량기업부
2026-08-21,014570,KOSDAQ,고려제약,37455000000,11000000,중견기업부
2026-08-21,348150,KOSDAQ,고바이오랩,58256667000,19418889,기술성장기업부
2026-08-21,950190,KOSDAQ,고스트스튜디오,110905342680,13017059,외국기업(소속부없음)
2026-08-21,098460,KOSDAQ,고영,1930179227900,68204213,우량기업부
2026-08-21,035290,KOSDAQ,골드앤에스,9058531200,4767648,관리종목(소속부없음)
2026-08-21,215000,KOSDAQ,골프존,216188046750,6275415,우량기업부
2026-08-21,121440,KOSDAQ,골프존홀딩스,331128603140,42836818,우량기업부
2026-08-21,029480,KOSDAQ,광무,84323414384,59719132,중견기업부
2026-08-21,026910,KOSDAQ,광진실업,31118679550,7928326,중견기업부
2026-08-21,465320,KOSDAQ,교보15호스팩,8115300000,3810000,관리종목(소속부없음)
2026-08-21,482520,KOSDAQ,교보16호스팩,12474500000,6100000,SPAC(소속부없음)
2026-08-21,489210,KOSDAQ,교보17호스팩,10515400000,5180000,SPAC(소속부없음)
2026-08-21,0041B0,KOSDAQ,교보18호스팩,10130400000,5040000,SPAC(소속부없음)
2026-08-21,0098T0,KOSDAQ,교보19호스팩,10773000000,5400000,SPAC(소속부없음)
2026-08-21,0132G0,KOSDAQ,교보20호스팩,11910150000,5970000,SPAC(소속부없음)
2026-08-21,053270,KOSDAQ,구영테크,54793399595,27410405,우량기업부
2026-08-21,066620,KOSDAQ,국보디자인,182625000000,7500000,우량기업부
2026-08-21,043650,KOSDAQ,국순당,63307687680,17858304,중견기업부
2026-08-21,006050,KOSDAQ,국영지앤엠,17098669070,34895243,중견기업부
2026-08-21,060480,KOSDAQ,국일신동,14217380000,11090000,관리종목(소속부없음)
2026-08-21,078130,KOSDAQ,국일제지,397974272110,112740587,중견기업부
2026-08-21,307750,KOSDAQ,국전,113101273360,53986288,중견기업부
2026-08-21,035080,KOSDAQ,그래디언트,135803653920,11431284,중견기업부
2026-08-21,318060,KOSDAQ,그래피,212220747690,11187177,기술성장기업부
2026-08-21,453450,KOSDAQ,그리드위즈,109053957500,7942750,중견기업부
2026-08-21,204020,KOSDAQ,그리티,36334154176,19450832,우량기업부
2026-08-21,0015G0,KOSDAQ,그린광학,165005828100,11702541,기술성장기업부
2026-08-21,402490,KOSDAQ,그린리소스,108046684460,16935217,기술성장기업부
2026-08-21,114450,KOSDAQ,그린생명과학,41900000000,20000000,벤처기업부
2026-08-21,186230,KOSDAQ,그린플러스,37620047660,10920188,벤처기업부
2026-08-21,900070,KOSDAQ,글로벌에스엠,27382551696,26871984,외국기업(소속부없음)
2026-08-21,204620,KOSDAQ,글로벌텍스프리,336657150700,70283330,우량기업부
2026-08-21,019660,KOSDAQ,글로본,21139608828,13944333,중견기업부
