code,entry_date,exit_date,days,entry,stop,R,half
000020,2021-09-07,2021-09-10,3,15800.0,14326.785714285714,-0.6265449696969695,False
000020,2021-09-24,2021-09-29,3,17250.0,15455.357142857143,-0.6848187064676619,False
000020,2021-12-16,2022-01-07,15,15850.0,13591.071428571428,-0.761704031620553,False
000020,2023-05-23,2023-07-04,28,9160.0,8661.785714285714,2.192369892473116,False
000020,2023-07-28,2023-08-17,13,9870.0,9023.57142857143,-0.13839915611814357,False
000020,2023-08-25,2023-09-22,20,9710.0,8881.42857142857,0.003894655172413794,False
000020,2023-10-25,2023-11-17,17,9530.0,8828.214285714286,0.07684111959287537,False
000020,2023-11-21,2023-12-01,8,9710.0,9247.5,-0.46712864864864867,False
000020,2023-12-06,2023-12-08,2,9600.0,9276.785714285714,0.9675686187845287,False
000020,2024-01-31,2024-02-28,18,9830.0,9256.785714285714,-0.3257455451713393,False
000020,2025-06-12,2025-06-16,2,6880.0,6569.285714285715,-1.2290036781609213,False
000020,2025-06-19,2025-07-18,21,6900.0,6501.785714285715,0.3172965022421528,False
000020,2025-08-07,2025-08-22,10,6670.0,6227.142857142857,-0.8600087096774188,False
000020,2025-09-05,2025-10-13,21,6440.0,6120.357142857143,-0.37734301675977683,False
000020,2025-10-28,2025-11-24,19,6400.0,6096.428571428572,-0.9548395294117652,False
000020,2025-12-12,2026-01-05,13,6420.0,6162.857142857143,-0.9338116666666676,False
000020,2026-02-20,2026-03-03,6,6590.0,6250.714285714285,-1.2095351578947353,False
000020,2026-05-26,2026-06-01,4,6240.0,5773.928571428572,-1.5184539463601536,False
000040,2020-09-03,2020-09-10,5,2763.0,2440.6785714285716,-0.826579235457064,False
000040,2020-09-15,2020-10-30,29,2512.0,2009.6000000000001,0.4838726114649683,False
000040,2021-02-09,2021-02-10,1,3548.0,3074.0714285714284,-0.37032099472494334,False
000040,2021-08-05,2021-08-17,7,3505.0,3119.6428571428573,-0.6049139202965712,False
000040,2023-04-05,2023-04-17,8,1773.0,1524.25,0.879345527638191,False
000040,2023-06-27,2023-07-13,12,1707.0,1553.0714285714287,-0.8755651972157777,False
000040,2023-09-06,2023-09-07,1,1932.0,1696.2857142857142,0.2016776363636363,False
000040,2025-07-21,2025-07-24,3,463.0,421.39285714285717,1.5276175107296146,False
000040,2025-11-28,2025-12-29,20,492.0,432.17857142857144,-0.3393800597014926,False
000040,2026-04-20,2026-05-11,13,475.0,391.7857142857143,-0.7700048068669527,False
000050,2020-09-03,2020-09-11,6,10550.0,9201.785714285714,0.812604503311258,False
000050,2020-09-25,2020-10-30,21,11000.0,9148.214285714286,-0.10924860173577632,False
000050,2021-08-25,2021-09-28,21,13500.0,12366.07142857143,0.030751496062992153,False
000050,2021-10-08,2021-10-19,6,13700.0,12958.92857142857,-0.6267142168674692,False
000050,2021-11-03,2021-11-30,19,14050.0,13326.785714285714,-1.195772839506172,False
000050,2021-12-24,2022-01-25,21,13800.0,13246.42857142857,0.6005367741935476,False
000050,2022-02-03,2022-03-07,21,14000.0,13151.785714285714,0.3907974736842103,False
000050,2022-05-30,2022-06-02,2,14500.0,13169.642857142857,0.43466147651006704,False
000050,2025-02-11,2025-03-05,15,6500.0,6028.571428571428,-0.5101663636363635,False
000050,2025-03-21,2025-03-25,2,6710.0,6454.642857142857,-1.1799826573426562,False
000050,2025-04-03,2025-04-30,19,6560.0,6252.857142857143,2.46108604651163,False
000050,2025-11-17,2025-12-08,15,7200.0,6651.785714285715,0.627831140065147,False
000050,2026-06-16,2026-06-24,6,8640.0,7466.785714285714,-0.9188773211567728,False
000060,2020-10-13,2020-11-02,14,13950.0,13173.214285714286,-0.02204597701149427,False
000060,2022-08-18,2022-09-07,14,38050.0,34630.357142857145,-0.8257865274151441,False
000060,2022-11-23,2022-11-24,1,50500.0,45142.857142857145,-1.4964432000000005,False
000070,2020-05-27,2020-06-16,14,38770.0,34945.0,-0.3790618562091503,False
000070,2020-07-06,2020-07-17,9,38369.0,35127.75,1.1129272965676822,False
000070,2021-11-02,2021-11-11,7,71067.0,64691.642857142855,-0.8567623864209285,False
000070,2021-11-17,2021-11-29,8,71735.0,65515.357142857145,-1.317332954349699,False
000070,2023-02-02,2023-02-10,6,48179.0,45890.96428571428,-0.2465682666042297,False
000070,2023-02-15,2023-03-14,18,48246.0,45349.92857142857,1.0450817856702432,False
000070,2023-06-02,2023-06-20,11,48846.0,45426.17857142857,0.33975923137173003,False
000070,2023-07-14,2023-08-14,21,47645.0,44951.607142857145,-0.20850794139097012,False
000070,2024-02-02,2024-02-28,16,49247.0,46148.78571428572,-0.6344493694524502,False
000070,2024-05-02,2024-05-10,5,46511.0,44294.57142857143,-0.911063061553335,False
000070,2024-05-17,2024-05-22,3,46644.0,44761.32142857143,-0.22480268614246407,False
000070,2024-05-24,2024-06-25,21,47111.0,44751.357142857145,-0.5186503102769794,False
000070,2024-07-08,2024-07-25,13,46778.0,44752.107142857145,-0.570834185985016,False
000070,2024-08-01,2024-08-06,3,46778.0,45098.17857142857,-1.7570353311363889,False
000070,2024-08-16,2024-09-19,21,46844.0,44353.28571428572,0.6576350845999435,False
000070,2024-10-29,2024-11-13,11,47778.0,44691.75,-0.9575727501012555,False
000070,2025-05-29,2025-07-23,37,46444.0,43572.03571428572,5.063497019212839,False
000075,2020-06-11,2020-06-12,1,40850.0,38501.78571428572,-1.3356298098859332,False
000075,2020-06-16,2020-06-22,4,41300.0,37335.71428571428,0.1637003603603602,False
000075,2021-11-17,2021-11-29,8,70900.0,67453.57142857143,-1.4001363730569973,False
000075,2021-12-09,2021-12-24,11,72800.0,68585.71428571429,-0.8633847457627127,False
000075,2023-12-07,2023-12-28,14,54400.0,52882.142857142855,-0.7630164705882343,False
000075,2024-02-02,2024-02-28,16,53900.0,52239.28571428572,-0.09577204301075287,False
000075,2024-07-30,2024-08-06,5,54300.0,53371.42857142857,-2.3200907692307715,False
000075,2024-08-20,2024-09-23,21,54800.0,52889.28571428572,0.749117757009347,False
000075,2024-12-16,2024-12-17,1,57300.0,54925.0,-0.8712,False
000075,2025-02-17,2025-03-11,15,60500.0,58000.0,-0.7540479999999999,False
000075,2025-04-09,2025-06-30,53,54100.0,51653.57142857143,12.564311240875906,False
000080,2020-09-29,2020-10-23,14,36600.0,33385.71428571428,-0.132177111111111,False
000080,2021-01-15,2021-01-19,2,37000.0,34214.28571428572,-1.101344102564104,False
000080,2021-03-09,2021-04-02,18,37200.0,34405.357142857145,-0.4027079872204476,False
000080,2021-05-12,2021-06-24,30,36100.0,34457.142857142855,0.8652243478260859,False
000080,2021-07-16,2021-07-29,9,35650.0,33891.07142857143,-0.6639382741116747,False
000080,2021-10-18,2021-10-29,9,36000.0,34017.857142857145,-0.38888216216216254,False
000080,2022-02-09,2022-04-20,48,34600.0,31617.85714285714,0.49577604790419133,False
000080,2022-06-16,2022-06-23,5,34600.0,32037.5,-1.4456058536585366,False
000080,2023-11-15,2023-12-14,21,23250.0,21321.428571428572,0.045494814814814835,False
000080,2024-01-15,2024-02-15,21,21900.0,20641.071428571428,-0.5189373049645386,False
000080,2024-04-11,2024-05-08,17,21050.0,20005.35714285714,-0.8123015384615373,False
000080,2024-06-14,2024-06-19,3,20950.0,20198.214285714286,0.1313938242280286,False
000080,2024-06-24,2024-07-22,20,21100.0,19650.0,-0.5166448275862069,False
000080,2024-08-16,2024-08-30,10,22050.0,20475.0,-0.8265904761904762,False
000080,2024-10-25,2024-11-04,6,21800.0,20916.071428571428,-1.189581414141413,False
000080,2024-11-18,2024-12-10,16,20650.0,19573.214285714286,-0.6937081260364846,False
000080,2024-12-12,2024-12-30,11,20700.0,19567.85714285714,-0.9681287066246043,False
000080,2025-05-30,2025-07-02,21,20300.0,19582.14285714286,0.6279034825870661,False
000080,2025-08-07,2025-08-19,7,20100.0,19205.35714285714,-0.9768210778443096,False
000087,2020-05-13,2020-06-16,24,16900.0,15632.142857142857,5.9499092957746464,False
000087,2021-02-03,2021-03-02,16,20600.0,19457.14285714286,-0.3917593750000006,False
000087,2021-04-21,2021-05-24,21,21450.0,20691.071428571428,1.0463039999999986,False
000087,2021-07-13,2021-07-20,5,21700.0,20414.285714285714,0.3453527777777776,False
000087,2021-09-03,2021-09-29,15,21450.0,20092.85714285714,-0.9204373684210515,False
000087,2022-04-06,2022-04-21,11,20600.0,19733.928571428572,1.1517410309278364,False
000087,2023-05-16,2023-06-16,21,16850.0,16223.214285714286,-0.47887817663817706,False
000087,2023-12-08,2023-12-15,5,16050.0,15551.785714285714,0.6255802150537628,False
000087,2024-02-21,2024-03-22,21,15750.0,15389.285714285714,-0.01616514851485147,False
000087,2024-08-08,2024-08-12,2,16250.0,15714.285714285714,-1.4479546666666654,False
000087,2024-08-14,2024-09-13,21,16140.0,15381.07142857143,0.16057901176470604,False
000087,2024-12-11,2024-12-30,12,16130.0,15644.285714285714,-0.6518894117647052,False
000087,2025-06-10,2025-07-09,21,15980.0,15592.5,-0.2751096774193548,False
000087,2025-09-12,2025-10-15,18,15610.0,15124.285714285714,-0.3389461764705879,False
000087,2025-10-20,2025-11-10,15,15550.0,15201.785714285714,-0.67232164102564,False
000087,2025-12-02,2025-12-30,19,15500.0,15132.142857142857,-0.09387339805825236,False
000100,2021-03-17,2021-04-15,21,55461.0,51659.75,0.2516903913186452,False
000100,2021-05-11,2021-06-10,21,56776.0,53146.357142857145,-0.14757749483420257,False
000100,2021-07-02,2021-07-12,6,57564.0,55449.53571428572,-1.6173831939869967,False
000100,2021-09-02,2021-09-29,16,57388.0,53897.82142857143,-1.3048889639293935,False
000100,2021-12-10,2022-01-06,18,55812.0,52541.107142857145,-0.2949014052519519,False
000100,2022-03-21,2022-04-19,21,54565.0,51703.03571428572,-0.2193252037187249,False
000100,2022-04-27,2022-05-11,9,53831.0,50495.642857142855,-0.46056782953206954,False
000100,2022-05-24,2022-06-13,12,54015.0,51349.28571428572,-0.9527358628081468,False
000100,2022-08-09,2022-08-19,7,53832.0,51837.53571428572,-1.0450665950398441,False
000100,2022-10-26,2022-11-10,11,53191.0,50166.17857142857,-0.32626540881988325,False
000100,2022-11-14,2022-11-29,11,53191.0,50394.92857142857,-0.3198063865116874,False
000100,2022-12-01,2022-12-13,8,53648.0,51147.28571428572,-0.2121818566123967,False
000100,2023-01-10,2023-01-18,6,53787.0,51130.57142857143,-1.2104170744823872,False
000100,2023-04-11,2023-05-12,21,53595.0,51091.07142857143,0.3164104236200255,False
000100,2023-11-07,2023-12-05,20,60774.0,52895.42857142857,-0.33975934904805083,False
000100,2024-02-14,2024-04-03,34,62700.0,58735.71428571428,2.941119999999998,False
000100,2025-07-18,2025-07-25,5,136300.0,124925.0,-1.1966013186813187,False
000100,2025-09-04,2025-09-18,10,117700.0,110664.28571428571,-0.15113035532994915,False
000100,2025-10-01,2025-11-06,21,119700.0,111601.78571428571,-0.34171730981256876,False
000100,2025-11-13,2025-11-20,5,119900.0,109007.14285714286,-0.290735475409836,False
000100,2025-11-27,2025-12-11,10,119300.0,107157.14285714286,-0.27698588235294114,False
000100,2025-12-22,2026-01-14,14,116800.0,111192.85714285714,-0.9354371974522296,False
000100,2026-02-25,2026-03-05,5,113600.0,106046.42857142857,-2.275767186761227,False
000105,2021-02-26,2021-03-05,4,56117.0,53611.107142857145,-0.8687703441886988,False
000105,2021-04-12,2021-05-03,15,57119.0,53393.82142857143,-0.7317912813383823,False
000105,2021-12-10,2022-01-03,15,55023.0,53249.42857142857,0.9778422633910597,False
000105,2022-02-09,2022-02-25,12,54831.0,51709.03571428572,-0.8466811782874801,False
000105,2022-03-11,2022-04-11,21,54258.0,51835.142857142855,0.5210869339622637,False
000105,2022-05-19,2022-06-14,16,54258.0,51920.67857142857,-0.6410499564519828,False
000105,2022-08-12,2022-09-15,21,54067.0,52019.67857142857,-0.871126475359791,False
000105,2022-10-27,2022-11-25,21,53589.0,50126.5,0.008325111913357396,False
000105,2023-01-09,2023-01-18,7,54300.0,52175.892857142855,-0.0757824295922656,False
000105,2023-04-11,2023-05-12,21,54000.0,51812.5,-0.027364571428571436,False
000105,2023-11-03,2023-12-05,22,56500.0,48535.71428571428,0.3163573094170402,False
000105,2024-02-14,2024-04-09,38,59200.0,57039.28571428572,1.5752337190082668,False
000105,2024-06-04,2024-07-04,21,65000.0,60339.28571428572,0.33937501915708834,False
000105,2025-07-18,2025-08-04,11,112000.0,104392.85714285714,-1.4332950234741788,False
000105,2025-09-04,2025-09-18,10,105700.0,100235.71428571429,-0.3482138562091506,False
000105,2025-09-22,2025-10-28,21,105100.0,99421.42857142857,0.016472452830188656,False
000105,2025-11-03,2025-11-07,4,105000.0,100071.42857142857,-1.0122913043478248,False
000105,2025-11-13,2025-11-20,5,105600.0,98546.42857142857,-0.22729620253164537,False
000105,2025-11-27,2025-12-17,14,106400.0,96114.28571428571,-0.3791180555555554,False
000105,2025-12-19,2026-01-14,15,104500.0,99964.28571428571,-0.9016705511811015,False
000120,2020-05-14,2020-06-16,23,149500.0,136464.2857142857,0.5948542465753422,False
000120,2020-08-27,2020-10-23,37,148500.0,137607.14285714287,2.0390701639344284,False
000120,2021-03-04,2021-04-14,29,168000.0,155500.0,0.533508,False
000120,2021-05-26,2021-06-08,9,170500.0,160589.2857142857,-0.38428108108108094,False
000120,2021-06-17,2021-07-16,21,175000.0,168035.7142857143,0.8811958974358979,False
000120,2022-08-16,2022-08-30,10,127500.0,118750.0,-1.0951199999999999,False
000120,2023-08-14,2023-09-13,21,83100.0,75153.57142857143,-0.5017348314606745,False
000120,2023-09-19,2023-09-26,5,85400.0,79650.0,-1.1459930434782608,False
000120,2023-10-06,2023-10-17,6,84000.0,77285.71428571429,-0.9655636170212771,False
000120,2023-11-09,2024-01-17,46,80000.0,74089.28571428571,7.270263444108756,False
000120,2025-02-14,2025-03-05,12,94500.0,87714.28571428571,-0.5662454736842102,False
000120,2025-06-12,2025-07-25,31,87000.0,82089.28571428571,0.3208901818181815,False
000120,2025-09-16,2025-09-24,6,86500.0,82696.42857142857,-0.9214944600938951,False
000120,2025-11-11,2025-12-12,23,90000.0,84571.42857142857,0.7466328947368412,False
000140,2020-09-29,2020-10-26,15,16950.0,15262.5,-0.8751051851851852,False
000140,2021-05-11,2021-06-15,24,16700.0,15735.714285714286,1.105528148148149,False
000140,2021-07-14,2021-07-27,9,16400.0,15525.0,-0.94428,False
000140,2022-04-21,2022-05-11,13,14400.0,13516.07142857143,-1.2057761616161626,False
000140,2022-05-31,2022-06-14,8,13650.0,12864.285714285714,-1.6690481818181806,False
000140,2023-12-12,2023-12-28,11,9130.0,8878.214285714286,-1.5595364539007124,False
000140,2024-02-05,2024-02-28,15,9570.0,9105.714285714286,-1.1508409230769243,False
000140,2024-03-15,2024-04-16,21,9020.0,8666.42857142857,0.07487313131313114,False
000140,2024-08-12,2024-09-12,22,8970.0,8677.142857142857,1.078191219512194,False
000140,2024-12-11,2024-12-30,12,9290.0,8765.0,-0.2747847619047619,False
000140,2025-05-30,2025-06-05,3,9370.0,9052.142857142857,2.9628310112359526,False
000140,2025-11-05,2025-12-10,25,9580.0,9126.42857142857,0.7336485039370066,False
000140,2026-02-26,2026-03-04,3,9980.0,9474.642857142857,-1.5148257243816248,False
000145,2020-06-11,2020-06-16,3,16700.0,14842.857142857143,1.4595538461538462,False
000145,2020-09-29,2020-10-21,12,16400.0,15194.642857142857,-0.7268219259259258,False
000145,2020-11-23,2020-12-09,12,14900.0,13632.142857142857,-0.017103661971830983,False
000145,2021-04-19,2021-05-06,12,16500.0,15830.357142857143,3.974842666666668,False
000145,2021-10-18,2021-11-04,13,17550.0,16755.35714285714,0.3956997752808981,False
000145,2022-04-13,2022-05-06,16,17800.0,17130.35714285714,-0.7973727999999982,False
000145,2023-03-03,2023-03-17,10,14160.0,13606.42857142857,-1.2570898064516112,False
000145,2023-06-16,2023-06-27,7,13190.0,12702.5,-1.7245907692307694,False
000145,2023-12-05,2023-12-06,1,14300.0,13567.857142857143,-1.7273678048780494,False
000145,2024-01-09,2024-01-25,12,12480.0,11647.857142857143,-0.646908154506438,False
000145,2024-02-05,2024-02-08,3,12990.0,12607.857142857143,-1.3107663551401878,False
000145,2024-03-04,2024-03-08,4,12700.0,12235.714285714286,-1.3120046153846168,False
000145,2024-04-22,2024-04-23,1,12760.0,12181.42857142857,-1.2772908641975291,False
000145,2024-06-04,2024-06-27,16,11910.0,11622.5,0.5291791304347826,False
000145,2024-07-08,2024-08-06,21,12240.0,11616.785714285714,-1.213775128939827,False
000145,2025-06-05,2025-06-11,3,11400.0,10858.92857142857,4.504081848184812,False
000145,2025-09-30,2025-11-05,21,11950.0,11207.142857142857,-0.07721538461538459,False
000145,2026-02-11,2026-03-03,10,12250.0,11564.285714285714,-0.8561160416666661,False
000145,2026-04-27,2026-05-07,6,12150.0,11785.714285714286,-1.93851960784314,False
000150,2020-09-08,2020-09-10,2,58200.0,50744.642857142855,-1.0000325748502992,False
000150,2020-10-13,2020-11-11,21,48300.0,43621.42857142857,0.31260610687022905,False
000150,2021-03-03,2021-03-24,15,47000.0,43651.78571428572,0.18564970666666686,False
000150,2021-03-26,2021-06-15,55,48650.0,45694.642857142855,13.66400169184289,False
000150,2022-02-04,2022-02-14,6,100500.0,86303.57142857143,-0.8554116226415098,False
000150,2022-02-24,2022-03-03,4,102500.0,90964.28571428571,1.037365325077399,False
000150,2022-04-05,2022-04-18,9,105500.0,93535.71428571429,-0.8170742686567166,False
000150,2022-09-23,2022-09-29,4,93500.0,78142.85714285714,-0.9962549767441862,False
000150,2022-11-02,2022-12-02,22,87100.0,75475.0,0.4355931182795699,False
000150,2022-12-16,2023-01-03,11,84600.0,76635.71428571429,-0.8769524663677135,False
000150,2023-01-09,2023-02-08,20,84800.0,76085.71428571429,0.3078542622950821,False
000150,2023-07-26,2023-09-08,31,92000.0,85232.14285714286,2.14379525065963,False
000150,2024-02-02,2024-02-28,16,97900.0,89328.57142857143,-0.9036801666666673,False
000150,2024-03-08,2024-04-04,19,108500.0,96232.14285714286,2.711747423580786,False
000150,2024-08-07,2024-09-09,22,133500.0,106800.0,-0.005335205992509365,False
000150,2024-09-11,2024-11-28,50,145300.0,126817.85714285714,2.8096482318840583,False
000155,2020-11-10,2020-12-22,30,40400.0,38087.5,1.5970637837837838,False
000155,2021-04-12,2021-04-29,13,39750.0,38553.57142857143,4.172451343283578,False
000155,2022-02-21,2022-03-02,6,68700.0,60182.142857142855,1.1197147169811317,False
000155,2022-09-21,2022-09-27,4,66500.0,54562.5,-1.0704041884816755,False
000155,2023-03-02,2023-03-29,19,51700.0,48253.57142857143,-0.043085181347150246,False
000155,2023-05-10,2023-05-12,2,51400.0,48435.71428571428,0.2866289156626503,False
000155,2023-07-03,2023-07-19,12,52700.0,48914.28571428572,-0.6460339622641514,False
000155,2023-07-26,2023-08-03,6,53000.0,48839.28571428572,0.2263169098712448,False
000155,2023-10-13,2023-10-27,10,55900.0,44720.0,-0.9155026833631484,False
000155,2024-02-26,2024-02-28,2,53900.0,50650.0,-0.9689692307692308,False
000155,2024-03-08,2024-04-04,19,56100.0,52028.57142857143,2.6022192982456134,False
000155,2026-04-02,2026-05-20,32,484500.0,401910.7142857143,1.0278046270270274,False
000155,2026-06-25,2026-07-09,10,517000.0,413600.0,-0.9397301740812379,False
000157,2020-06-15,2020-06-16,1,77800.0,63728.57142857143,-1.6769121827411166,False
000157,2021-01-06,2021-01-13,5,67200.0,60467.857142857145,-0.7437527851458888,False
000157,2021-01-15,2021-01-19,2,68600.0,60832.142857142855,-0.2220251954022988,False
000157,2021-04-29,2021-05-03,2,78000.0,70767.85714285714,-1.0026945185185188,False
000157,2021-05-07,2021-06-11,24,74100.0,59564.28571428571,5.45419705159705,False
000157,2021-12-02,2021-12-28,18,106000.0,93500.0,-0.279912,False
000157,2022-03-02,2022-03-03,1,130500.0,115392.85714285714,0.3543886524822696,False
000157,2022-05-04,2022-05-13,6,127000.0,104410.71428571429,-0.8873786561264824,False
000157,2023-03-30,2023-04-11,8,87900.0,81364.28571428571,-0.9338091803278682,False
000157,2023-05-18,2023-06-20,21,88300.0,82014.28571428571,-0.05157249999999996,False
000157,2023-06-29,2023-08-01,23,85500.0,79750.0,2.4420434782608695,False
000157,2023-09-27,2023-10-11,5,90400.0,72320.0,-1.060391592920354,False
000157,2024-03-19,2024-04-04,12,82400.0,74060.71428571429,-0.8721070663811568,False
000157,2024-04-15,2024-05-17,21,78500.0,68875.0,0.25080103896103895,False
000157,2024-09-02,2024-10-08,21,79700.0,70503.57142857143,-0.009085048543689328,False
000157,2026-02-10,2026-03-04,12,421500.0,366767.85714285716,0.6823494942903754,False
000157,2026-03-06,2026-03-31,17,451000.0,360800.0,-0.5875443458980044,False
000157,2026-04-10,2026-05-13,21,451000.0,364125.0,1.168253237410072,False
000157,2026-06-17,2026-07-09,16,462500.0,370000.0,-1.1230637837837838,False
000180,2020-07-09,2020-07-28,13,8275.0,7431.25,0.10058370370370372,False
000180,2021-08-24,2021-09-14,15,12750.0,11486.607142857143,0.641853003533569,False
000180,2021-10-19,2021-10-29,8,13650.0,12498.214285714286,-0.5544629457364343,False
000180,2022-03-29,2022-04-08,8,13400.0,12400.0,-0.66234,False
000180,2022-04-21,2022-05-13,15,13150.0,12252.67857142857,0.20734487562189038,False
000180,2023-01-11,2023-02-13,21,11100.0,9323.214285714286,-0.04401065326633167,False
000180,2023-03-02,2023-03-14,8,10900.0,9547.32142857143,-0.6649879867986802,False
000180,2023-06-09,2023-06-16,5,10550.0,9932.142857142857,-0.4449208092485547,False
000180,2023-07-12,2023-07-25,9,10250.0,9531.25,-1.177822608695652,False
000180,2023-08-01,2023-08-18,12,10375.0,9644.642857142857,-1.0575750611246941,False
000180,2023-09-06,2023-09-25,13,10475.0,9766.07142857143,-0.9355674559193965,False
000180,2023-12-05,2023-12-21,12,10150.0,9508.92857142857,-0.5424200557103058,False
000180,2024-01-08,2024-01-23,11,9895.0,9157.5,-1.003664406779661,False
000180,2024-01-31,2024-02-26,16,9980.0,9408.57142857143,0.34350312500000046,False
000180,2024-05-02,2024-05-24,14,9965.0,9545.357142857143,-1.0640285957446816,False
000180,2025-05-28,2025-06-23,16,7080.0,6634.464285714285,2.4292553106212402,False
000180,2025-12-04,2025-12-18,10,7665.0,7031.071428571428,-0.03445419718309859,False
000180,2026-02-12,2026-03-04,10,7750.0,7105.357142857143,0.13555955678670367,False
000180,2026-03-09,2026-04-01,17,7835.0,6670.714285714286,-0.5288169325153377,False
000210,2020-05-28,2020-06-15,12,79066.0,73015.28571428571,-0.5092903671349306,False
000210,2020-06-22,2020-07-13,15,77710.0,67754.28571428571,-0.336004761084804,False
000210,2020-07-30,2020-08-20,14,76265.0,69326.96428571429,-0.364355907651919,False
000210,2020-08-31,2020-09-15,11,80783.0,72892.82142857143,-0.5400301858096643,False
000210,2020-09-21,2020-10-15,14,75632.0,64869.5,-0.6111459326364692,False
000210,2020-10-23,2020-11-03,7,73734.0,67392.03571428571,-0.5811908005068278,False
000210,2020-11-10,2020-12-01,15,74457.0,67276.64285714286,-0.2754776344192986,False
000210,2021-02-04,2021-03-03,16,83500.0,66800.0,-0.07174610778443115,False
000210,2021-03-12,2021-04-12,21,78100.0,65653.57142857143,0.5464507317073173,False
000210,2021-07-05,2021-07-29,18,80500.0,76982.14285714286,-0.9881498477157354,False
000210,2022-05-30,2022-06-24,17,67300.0,62567.857142857145,-1.184569056603774,False
000210,2022-11-08,2022-12-07,21,63900.0,58721.42857142857,0.34495034482758624,False
000210,2023-11-07,2023-12-06,21,47250.0,42625.0,0.2095654054054054,False
000210,2024-03-19,2024-04-12,17,47950.0,44235.71428571428,0.8906490384615378,False
000210,2025-05-16,2025-06-16,19,38800.0,35237.5,1.5424421052631578,False
000210,2025-08-22,2025-09-18,19,39800.0,34237.5,-0.33895370786516854,False
000210,2025-10-23,2025-11-05,9,38700.0,35664.28571428572,-0.07760776470588243,False
000210,2025-11-11,2025-11-19,6,41000.0,36821.42857142857,-0.5241504273504274,False
000210,2025-11-21,2025-12-22,21,39100.0,34238.392857142855,0.043401285583103744,False
000210,2026-01-28,2026-03-05,22,40550.0,36826.78571428572,0.7374340527577944,False
000210,2026-03-11,2026-05-07,39,43900.0,35846.42857142857,2.820286651884701,False
000215,2020-05-28,2020-06-26,21,33158.0,30795.678571428572,-0.50236859626578,False
000215,2020-07-03,2020-07-29,18,32428.0,28607.464285714286,0.1721362785697593,False
000215,2021-09-29,2021-10-06,4,45500.0,42937.5,-0.9992760975609756,False
000215,2022-04-25,2022-05-25,21,40000.0,38982.142857142855,-0.4823957894736832,False
000215,2022-05-30,2022-06-14,9,40450.0,38628.57142857143,-0.46228274509803896,False
000215,2022-06-20,2022-07-18,20,39000.0,35098.21428571428,-0.26510810068649865,False
000215,2022-07-26,2022-08-25,21,38700.0,36717.857142857145,0.5348327927927934,False
000215,2022-09-14,2022-09-28,10,38350.0,36144.642857142855,-0.7839841295546551,False
000215,2023-12-19,2024-01-10,13,25400.0,22801.785714285714,-0.7182413745704466,False
000215,2024-01-12,2024-02-15,22,25700.0,23976.785714285714,0.39112953367875636,False
000215,2024-04-19,2024-05-29,25,24800.0,22433.928571428572,1.087055094339623,False
000215,2025-05-28,2025-07-31,44,21400.0,19638.39285714286,3.081825038013181,False
000215,2025-08-22,2025-09-18,19,22700.0,19262.5,0.3452363636363636,False
000215,2026-01-28,2026-03-04,21,23800.0,21442.85714285714,0.20523999999999984,False
000215,2026-03-12,2026-05-06,37,24850.0,21305.35714285714,1.2176219647355158,False
000215,2026-05-22,2026-06-04,7,25750.0,21196.428571428572,-0.4320773333333334,False
000220,2020-10-29,2020-12-09,29,6851.0,5830.821428571428,0.5256245475231927,False
000220,2021-03-17,2021-03-31,10,7837.0,6937.892857142857,-0.4930163257199601,False
000220,2021-08-26,2021-09-14,13,8800.0,7792.857142857143,-0.38831134751773055,False
000220,2021-12-20,2021-12-29,7,9000.0,7200.0,-0.7161527777777777,False
000220,2022-02-11,2022-02-15,2,9300.0,7896.428571428572,-0.820034503816794,False
000220,2023-04-17,2023-04-26,7,6340.0,5882.857142857143,-1.0913021875000006,False
000220,2023-11-22,2023-12-14,16,5490.0,4687.321428571428,0.5135256062291434,False
000220,2024-01-24,2024-02-26,21,5280.0,4387.142857142857,-0.2851351999999999,False
000220,2024-03-21,2024-03-27,4,5050.0,4534.821428571428,0.33988214904679365,False
000220,2024-05-17,2024-06-10,15,5130.0,4791.607142857143,-0.9269315039577845,False
000220,2024-07-24,2024-08-06,9,5000.0,4714.285714285715,-3.084067000000004,False
000220,2024-08-12,2024-08-27,10,5090.0,4441.785714285715,-0.3221488705234162,False
000220,2025-01-06,2025-01-24,14,4890.0,4509.642857142857,-0.6906140845070418,False
000220,2025-02-14,2025-02-17,1,4900.0,4645.535714285715,-1.189149192982458,False
000220,2025-02-28,2025-03-14,9,4730.0,4405.892857142857,-1.0387444628099165,False
000220,2025-04-16,2025-05-20,21,4640.0,4223.035714285715,-0.43587426124197043,False
000220,2025-05-23,2025-06-25,21,4700.0,4387.5,-0.3592416,False
000220,2025-07-02,2025-07-28,18,4550.0,4310.714285714285,-0.15375134328358184,False
000220,2025-12-18,2026-01-15,17,4510.0,4187.678571428572,-0.6856137396121886,False
000220,2026-01-19,2026-02-03,11,4515.0,4175.714285714285,-0.7835976842105253,False
000220,2026-02-13,2026-03-05,10,4400.0,4073.214285714286,-0.5983814207650274,False
000220,2026-03-26,2026-04-03,6,4420.0,4054.8214285714284,-0.9860764792176036,False
000225,2021-01-14,2021-02-01,12,6350.0,5582.142857142857,-1.1105679069767438,False
000225,2021-03-17,2021-04-02,12,6850.0,5894.642857142857,1.999969345794392,False
000225,2021-12-08,2021-12-15,5,11200.0,9148.214285714286,-0.17193315926892955,False
