순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,140430,카티스,KOSDAQ,29.97,2125,918974913,452737,22715202375,Y
2,439960,코스모로보틱스,KOSDAQ,29.96,17570,12844899900,731070,570157498820,Y
3,484810,티엑스알로보틱스,KOSDAQ,29.95,12540,187159500,14925,193754474100,Y
4,078590,휴림에이텍,KOSDAQ,29.95,2590,249622900,100035,25878811210,Y
5,073190,듀오백,KOSDAQ,29.94,894,116964106,136636,10699427760,Y
6,432470,케이엔에스,KOSDAQ,29.93,8900,1304648450,153022,78066848400,Y
7,065420,에스아이리소스,KOSDAQ,29.92,165,302172794,1871965,11810254335,Y
8,459550,알트,KOSDAQ,29.91,1316,3953746506,3163147,33190521476,Y
9,131400,이브이첨단소재,KOSDAQ,29.91,912,2475910624,2876774,54347796384,Y
10,039860,나노엔텍,KOSDAQ,29.90,4540,4882893940,1136048,172942460620,Y
11,066430,아이로보틱스,KOSDAQ,29.89,2425,5031554338,2159269,94947179300,Y
12,138360,앤로보틱스,KOSDAQ,29.89,2390,21548900336,9268202,216307514040,Y
13,215790,이노인스트루먼트,KOSDAQ,29.89,969,4021980343,4268332,39034371381,Y
14,354200,엔젠바이오,KOSDAQ,29.86,2370,4182647643,1865010,21179701710,Y
15,306040,에스제이그룹,KOSDAQ,28.15,2240,1570614050,777252,22099454720,
16,058610,에스피지,KOSDAQ,25.15,82600,128635844900,1534533,1831849936000,
17,437730,삼현,KOSDAQ,24.73,35050,26483465300,763107,1111350223350,
18,465770,STX그린로지스,KOSPI,24.19,4955,35316676325,7718517,35532463560,
19,079950,인베니아,KOSDAQ,22.72,1307,1093364836,879639,18035423700,
20,391710,코닉오토메이션,KOSDAQ,16.92,1244,1878995597,1427291,53019864680,
21,448900,한국피아이엠,KOSDAQ,16.78,50100,10077366275,197688,304330295700,
22,277810,레인보우로보틱스,KOSDAQ,16.28,478500,211691005500,421999,9282832053000,
23,261520,이지스,KOSDAQ,15.81,4725,8683267058,1732623,48562605000,
24,000500,가온전선,KOSPI,15.68,209500,107710626300,504438,3465782592500,
25,489460,바이오비쥬,KOSDAQ,15.50,7600,4049752055,552663,114337668000,
26,477850,마키나락스,KOSDAQ,14.95,22600,96999969540,4422280,401257033600,
27,196700,웹스,KOSDAQ,14.58,1352,728834700,561217,19420322688,
28,389680,유디엠텍,KOSDAQ,14.33,1667,1712372026,986878,13870595231,
29,006360,GS건설,KOSPI,13.67,29100,102997113150,3538031,2490421359000,
30,129920,대성하이텍,KOSDAQ,13.20,4245,936666060,220501,68975714520,
31,090360,로보스타,KOSDAQ,12.39,66200,30034164000,435109,645450000000,
32,005090,SGC에너지,KOSPI,12.19,42350,5730358200,131630,610235252550,
33,126340,비나텍,KOSDAQ,12.19,62600,11083383100,173761,449493916400,
34,279600,미디어젠,KOSDAQ,12.14,4250,42541200,10960,19910319250,
35,089890,코세스,KOSDAQ,12.09,24100,12642923475,494443,399697584200,
36,200470,에이팩트,KOSDAQ,12.05,5300,8905507710,1613654,224519092900,
37,0011A0,액스비스,KOSDAQ,11.78,9770,1761704005,177746,91190639800,
38,040160,누리플렉스,KOSDAQ,11.73,5240,166042125,32766,63171003400,
39,199430,케이엔알시스템,KOSDAQ,11.69,10220,858876495,81681,114433779460,
40,108490,로보티즈,KOSDAQ,11.42,219500,108275426250,469561,3218095646000,
41,389500,에스비비테크,KOSDAQ,11.40,34200,17319541900,486189,227890742400,
42,351330,이삭엔지니어링,KOSDAQ,11.27,3900,355669206,92339,32325228000,
43,000157,두산2우B,KOSPI,11.18,348000,466856500,1329,310777224000,
44,071970,HD현대마린엔진,KOSPI,11.00,64600,24316010450,373440,2191328577000,
45,475150,SK이터닉스,KOSPI,10.91,62000,866757975200,13282336,2112154248000,
46,455180,케이지에이,KOSDAQ,10.87,1459,196296643,135828,20365183044,
47,126640,화신정공,KOSDAQ,10.61,3910,11944417743,2972427,137068608100,
48,017670,SK텔레콤,KOSPI,10.58,94100,160989728500,1720147,20211743987300,
49,024060,흥구석유,KOSDAQ,10.30,13710,66638065535,5067538,205650000000,
50,115610,이미지스,KOSDAQ,10.25,1560,2599219294,1540534,18437279640,
51,475400,씨메스로보틱스,KOSDAQ,9.94,16700,2668868205,154356,197175129800,
52,090710,휴림로봇,KOSDAQ,9.70,6900,74290453845,10183177,824957300100,
53,008290,원풍물산,KOSDAQ,9.65,625,9987586541,15630107,12716774375,
54,389260,대명에너지,KOSDAQ,9.50,14410,17162157035,1167999,258174243250,
55,267790,배럴,KOSDAQ,9.38,3325,140663655,42791,25566952425,
56,317830,에스피시스템스,KOSDAQ,9.00,4785,557586015,114330,51552719130,
57,065690,파커스,KOSDAQ,9.00,1417,275773346,195787,19907902027,
58,475230,엔알비,KOSDAQ,8.80,7790,1294822035,168092,84900740570,
59,443060,HD현대마린솔루션,KOSPI,8.79,200500,23038219750,114540,8989108730000,
60,314130,지놈앤컴퍼니,KOSDAQ,8.76,3850,1017715719,266788,173935889050,
61,130500,GH신소재,KOSDAQ,8.75,1901,695526806,367886,27650143852,
62,110020,전진바이오팜,KOSDAQ,8.65,2010,142514841,71017,18208111620,
63,474650,링크솔루션,KOSDAQ,8.64,22000,1555180950,69033,126544704000,
64,270660,에브리봇,KOSDAQ,8.56,13690,9922658690,696358,173734081270,
65,061090,세나테크놀로지,KOSDAQ,8.38,45900,4225528075,89852,250960545000,
66,355390,크라우드웍스,KOSDAQ,8.24,1616,223886108,139251,25652939904,
67,091440,한울소재과학,KOSDAQ,8.23,3155,2101333210,676469,105458714500,
68,000150,두산,KOSPI,8.19,1215000,128328679000,100883,19675509525000,
69,009810,플레이그램,KOSPI,8.19,1969,19144928,10081,29906648750,
70,0004V0,엔비알모션,KOSDAQ,8.17,5560,3334745110,575854,61217735040,
71,396300,세아메카닉스,KOSDAQ,8.06,3150,5255759209,1613663,83441925000,
72,290550,디케이티,KOSDAQ,7.99,23650,14291872100,599143,473029089500,
73,317400,자이에스앤디,KOSPI,7.83,6470,15555949420,2359886,250922904400,
74,466100,클로봇,KOSDAQ,7.74,25050,22010719300,821841,637753936950,
75,022100,포스코DX,KOSPI,7.61,18940,11734324295,605626,2879537767260,
76,007820,엠엑스로보틱스,KOSDAQ,7.54,2925,499853815,169774,58599292050,
77,098070,한텍,KOSDAQ,7.51,24350,1921463375,78826,270799783350,
78,100090,SK오션플랜트,KOSPI,7.45,14430,35984775000,2478549,901559401470,
79,033560,블루콤,KOSDAQ,7.45,4690,717490314,156340,80199000000,
80,270520,앱튼,KOSDAQ,7.30,3085,738541500,246367,60647749690,
81,214260,라파스,KOSDAQ,7.25,9170,492841065,54643,81818985710,
82,406820,뷰티스킨,KOSDAQ,7.16,1797,2105429134,1142732,25402674129,
83,066575,LG전자우,KOSPI,7.14,67500,9255998500,136849,1159737682500,
84,317770,엑스페릭스,KOSDAQ,7.11,2260,778984735,344571,82815765440,
85,267250,HD현대,KOSPI,7.07,212000,37668653000,175709,16746534020000,
86,035290,골드앤에스,KOSDAQ,7.01,1680,26472379,16366,8009648640,
87,012330,현대모비스,KOSPI,6.99,513000,275808617500,528881,46545815079000,
88,331920,셀레믹스,KOSDAQ,6.94,10480,910838080,91615,117182696400,
89,217730,강스템바이오텍,KOSDAQ,6.89,2250,1027870510,463910,211621835250,
90,038500,삼표시멘트,KOSDAQ,6.79,7710,5872213840,773167,832034719260,
91,002230,피에스텍,KOSDAQ,6.74,4910,631971605,130747,90447453700,
92,388720,유일로보틱스,KOSDAQ,6.71,63600,4424032450,67854,749293542000,
93,033240,자화전자,KOSPI,6.69,25500,3163426800,119513,550940301000,
94,016670,디모아,KOSDAQ,6.68,2475,12800390,5305,25230729150,
95,069540,빛과전자,KOSDAQ,6.67,2560,48749806155,18121519,288491256320,
96,307950,현대오토에버,KOSPI,6.64,401500,72611285250,173810,11010728773000,
97,204320,HL만도,KOSPI,6.48,46000,60625552200,1271467,2160027520000,
98,160190,하이젠알앤엠,KOSDAQ,6.38,15850,3278231230,197815,489574800000,
99,005950,이수화학,KOSPI,6.35,13400,6018735750,444671,352341864600,
100,125490,한라캐스트,KOSDAQ,6.34,7880,18255884485,2232034,287638533760,
101,160550,NEW,KOSDAQ,6.33,1159,105267060,91602,32343176854,
102,101170,우림피티에스,KOSDAQ,6.32,7400,2904920690,376294,99900000000,
103,455900,엔젤로보틱스,KOSDAQ,6.27,16950,1554468095,89542,260911027950,
104,301300,바이브컴퍼니,KOSDAQ,6.18,1460,36988687,25989,19205879520,
105,060720,KH바텍,KOSDAQ,6.15,10010,22382728200,2094761,237011194420,
106,053290,NE능률,KOSDAQ,6.13,1784,96518346,54286,29482931688,
107,383930,디티앤씨알오,KOSDAQ,6.08,1814,121974118,67625,23190408192,
108,251630,브이원텍,KOSDAQ,6.06,3590,280795720,78189,57234960740,
109,307180,아이엘,KOSDAQ,5.98,4610,3802333301,786521,170181266360,
110,082740,한화엔진,KOSPI,5.97,47050,42869726575,895458,3926188031100,
111,340810,시선AI,KOSDAQ,5.97,2485,1998198417,750528,33907765360,
112,000400,롯데손해보험,KOSPI,5.96,2310,2864781309,1237766,716876899200,
113,043260,성호전자,KOSDAQ,5.94,18010,33708247790,1813937,1288727990460,
114,083650,비에이치아이,KOSDAQ,5.92,42950,14331232500,328004,1329060906250,
115,014950,삼익제약,KOSDAQ,5.90,6100,39762819270,6466851,61046286800,
116,105840,우진,KOSPI,5.83,13790,1451879690,104809,278525869300,
117,454910,두산로보틱스,KOSPI,5.79,67600,134646270000,1887161,4381830648000,
118,413630,씨피시스템,KOSDAQ,5.78,3570,59358206918,15544135,130078679850,
119,140670,알에스오토메이션,KOSDAQ,5.76,9000,1675482425,181192,115558560000,
120,090460,비에이치,KOSPI,5.74,17490,7115652875,399656,589614799620,
121,373200,엑스플러스,KOSDAQ,5.70,1427,737679613,522157,35736699199,
122,212560,네오오토,KOSDAQ,5.68,11160,3052889010,260993,150507643680,
123,000155,두산우,KOSPI,5.61,414500,4490538500,10451,1656533499000,
124,217500,러셀,KOSDAQ,5.61,1430,381601405,263725,45491160000,
125,003310,대주산업,KOSDAQ,5.60,1734,2178598849,1281065,61370334900,
126,488900,비츠로넥스텍,KOSDAQ,5.58,7760,824427295,102949,224857197680,
127,159910,에코글로우,KOSDAQ,5.56,3230,91015280,29053,33808723310,
128,100840,SNT에너지,KOSPI,5.49,25000,2611822350,103554,517019575000,
129,066570,LG전자,KOSPI,5.48,182700,325909798000,1738718,29759023362600,
130,043200,파루,KOSDAQ,5.48,577,119697708,208867,24121089755,
131,229000,젠큐릭스,KOSDAQ,5.41,1598,216758081,137810,37438207670,
132,010400,우진아이엔에스,KOSPI,5.39,4695,200205320,44513,35785290000,
133,099320,쎄트렉아이,KOSDAQ,5.39,78200,4495716900,55924,856389939600,
134,002360,SH에너지화학,KOSPI,5.37,2000,91981085,47192,22226746000,
135,030530,원익홀딩스,KOSDAQ,5.36,17100,18243627900,1021317,1320769475100,
136,230240,에치에프알,KOSDAQ,5.32,16220,2749903215,167116,215871980000,
137,089860,롯데렌탈,KOSPI,5.31,38650,7737611550,198396,1403357846200,
138,002787,진흥기업2우B,KOSPI,5.26,2700,7296540,2766,795981600,
139,37550L,DL이앤씨2우전환,KOSPI,5.24,40200,182646725,4532,84900430200,
140,003280,흥아해운,KOSPI,5.19,1967,57171416067,29619233,472915776333,
141,032820,우리기술,KOSDAQ,5.16,9980,30663854570,2995467,1712619756280,
142,002785,진흥기업우B,KOSPI,5.14,1350,12139790,9151,1157244300,
143,206560,덱스터,KOSDAQ,5.14,1085,54525474,51668,27571733560,
