Date,VKOSPI
2025-06-23,24.76
2025-06-24,25.76
2025-06-25,25.69
2025-06-26,25.12
2025-06-27,24.27
2025-06-30,23.99
2025-07-01,23.96
2025-07-02,23.95
2025-07-03,23.96
2025-07-04,25.48
2025-07-07,24.87
2025-07-08,23.52
2025-07-09,21.85
2025-07-10,21.01
2025-07-11,21.66
2025-07-14,22.56
2025-07-15,22.47
2025-07-16,22.27
2025-07-17,21.74
2025-07-18,20.5
2025-07-21,20.4
2025-07-22,21.22
2025-07-23,21.09
2025-07-24,21.45
2025-07-25,21.68
2025-07-28,22.33
2025-07-29,22.34
2025-07-30,22.82
2025-07-31,21.85
2025-08-01,25.87
2025-08-04,24.05
2025-08-05,22.31
2025-08-06,21.93
2025-08-07,21.08
2025-08-08,20.79
2025-08-11,20.34
2025-08-12,21.15
2025-08-13,20.11
2025-08-14,20.46
2025-08-18,21.37
2025-08-19,21.5
2025-08-20,22.13
2025-08-21,21.38
2025-08-22,21.09
2025-08-25,20.1
2025-08-26,20.37
2025-08-27,19.97
2025-08-28,19.31
2025-08-29,19.52
2025-09-01,20.4
2025-09-02,19.57
2025-09-03,19.74
2025-09-04,19.26
2025-09-05,18.43
2025-09-08,18.36
2025-09-09,18.7
2025-09-10,20.38
2025-09-11,20.06
2025-09-12,20.61
2025-09-15,20.71
2025-09-16,21.03
2025-09-17,21.1
2025-09-18,20.69
2025-09-19,20.68
2025-09-22,20.94
2025-09-23,20.98
2025-09-24,21.2
2025-09-25,20.62
2025-09-26,21.77
2025-09-29,20.96
2025-09-30,20.62
2025-10-01,20.55
2025-10-02,22.34
2025-10-10,23.9
2025-10-13,28.03
2025-10-14,30.45
2025-10-15,27.66
2025-10-16,29.89
2025-10-17,34.58
2025-10-20,30.9
2025-10-21,30.62
2025-10-22,29.98
2025-10-23,30.63
2025-10-24,31.29
2025-10-27,32.94
2025-10-28,33.24
2025-10-29,32.63
2025-10-30,31.89
2025-10-31,30.4
2025-11-03,32.89
2025-11-04,35.78
2025-11-05,40.51
2025-11-06,40.2
2025-11-07,41.88
2025-11-10,39.75
2025-11-11,38.93
2025-11-12,36.1
2025-11-13,33.34
2025-11-14,36.66
2025-11-17,34.36
2025-11-18,39.26
2025-11-19,39.51
2025-11-20,36.28
2025-11-21,41.38
2025-11-24,38.72
2025-11-25,37.16
2025-11-26,33.06
2025-11-27,30.79
2025-11-28,30.24
2025-12-01,31.55
2025-12-02,29.73
2025-12-03,29.36
2025-12-04,28.4
2025-12-05,26.95
2025-12-08,27.33
2025-12-09,27.87
2025-12-10,27.64
2025-12-11,27.4
2025-12-12,25.05
2025-12-15,26.92
2025-12-16,28.37
2025-12-17,26.78
2025-12-18,27.86
2025-12-19,27.27
2025-12-22,27.19
2025-12-23,26.11
2025-12-24,25.99
2025-12-26,26.2
2025-12-29,27.48
2025-12-30,28.85
2026-01-02,30.6
2026-01-05,33.03
2026-01-06,34.33
2026-01-07,35.57
2026-01-08,35.21
2026-01-09,34.16
2026-01-12,33.5
2026-01-13,32.52
2026-01-14,31.57
2026-01-15,32.39
2026-01-16,31.62
2026-01-19,32.99
2026-01-20,34.56
2026-01-21,35.58
2026-01-22,36.36
2026-01-23,34.09
2026-01-26,34.35
2026-01-27,34.81
2026-01-28,38.68
2026-01-29,38.92
2026-01-30,39.58
2026-02-02,47.37
2026-02-03,50.14
2026-02-04,50.7
2026-02-05,52.21
2026-02-06,51.48
2026-02-09,47.16
2026-02-10,42.0
2026-02-11,38.88
2026-02-12,40.51
2026-02-13,41.57
2026-02-19,42.56
2026-02-20,43.87
2026-02-23,46.34
2026-02-24,48.12
2026-02-25,49.57
2026-02-26,54.67
2026-02-27,54.12
2026-03-03,62.98
2026-03-04,80.37
2026-03-05,73.71
2026-03-06,62.72
2026-03-09,71.82
2026-03-10,66.61
2026-03-11,63.19
2026-03-12,65.35
2026-03-13,60.76
2026-03-16,54.67
2026-03-17,52.6
2026-03-18,54.18
2026-03-19,55.47
2026-03-20,55.64
2026-03-23,62.8
2026-03-24,64.99
2026-03-25,61.5
2026-03-26,59.85
2026-03-27,60.6
2026-03-30,61.43
2026-03-31,61.48
2026-04-01,61.65
2026-04-02,58.91
2026-04-03,59.1
2026-04-06,59.64
2026-04-07,59.49
2026-04-08,57.7
2026-04-09,53.96
2026-04-10,49.58
2026-04-13,50.14
2026-04-14,49.87
2026-04-15,51.97
2026-04-16,50.47
2026-04-17,48.51
2026-04-20,50.32
2026-04-21,51.63
2026-04-22,52.12
2026-04-23,54.03
2026-04-24,53.56
2026-04-27,54.95
2026-04-28,55.0
2026-04-29,55.57
2026-04-30,54.34
2026-05-04,55.87
2026-05-06,60.07
2026-05-07,61.05
2026-05-08,60.53
2026-05-11,65.6
2026-05-12,70.14
2026-05-13,76.16
2026-05-14,72.91
2026-05-15,74.71
2026-05-18,74.05
2026-05-19,72.51
2026-05-20,71.37
2026-05-21,71.33
2026-05-22,66.97
2026-05-26,68.09
2026-05-27,70.78
2026-05-28,71.6
2026-05-29,74.26
2026-06-01,74.22
2026-06-02,73.6
2026-06-04,73.44
2026-06-05,73.44
