순위,종목코드,종목명,시장,등락률(%),종가,거래대금,거래량,시가총액,상한가
1,084180,수성웹툰,KOSDAQ,29.98,672,247144908,376475,12145918176,Y
2,459550,알트,KOSDAQ,29.98,2575,56835313270,24126347,64943459575,Y
3,179900,유티아이,KOSDAQ,29.98,2775,3303005972,1277905,54918393300,Y
4,001770,SHD,KOSPI,29.95,9720,78848640,8112,11808614160,Y
5,107600,새빗켐,KOSDAQ,29.95,19180,3593588200,197888,108368035720,Y
6,049630,재영솔루텍,KOSDAQ,29.93,9030,25960105315,2961427,210987205170,Y
7,445680,큐리옥스바이오시스템즈,KOSDAQ,29.91,50600,8520480825,176254,870484703000,Y
8,032685,소프트센우,KOSDAQ,29.90,10860,111803100,10595,774991320,Y
9,011155,CJ씨푸드1우,KOSPI,29.89,8040,128005140,16310,1608000000,Y
10,003010,혜인,KOSPI,29.89,9690,8781715800,978616,123186518430,Y
11,008290,원풍물산,KOSDAQ,29.76,436,1729581761,4137469,8871221804,Y
12,372170,윤성에프앤씨,KOSDAQ,29.73,23300,4558674285,211628,185911818400,Y
13,092200,디아이씨,KOSPI,25.33,6580,43337292865,6544969,255886784020,
14,237880,클리오,KOSDAQ,23.74,14230,24653213010,1717610,257155353190,
15,296640,이노에이엑스,KOSDAQ,22.76,5880,530196560,97064,30448121760,
16,212560,네오오토,KOSDAQ,20.18,12330,44588658260,3608812,166286670840,
17,005180,빙그레,KOSPI,19.94,82400,84244215150,1043098,763768154400,
18,007340,DN오토모티브,KOSPI,19.11,58900,50811682925,899436,3446289948500,
19,134580,탑코미디어,KOSDAQ,17.76,1989,4866050150,2471461,98046062361,
20,072770,멤레이비티,KOSDAQ,16.84,888,1842509645,2013820,36862743024,
21,038880,아이에이,KOSDAQ,16.60,4285,1012878453,239680,32199302555,
22,125490,한라캐스트,KOSDAQ,16.25,12590,235891718505,18591439,459564611680,
23,199550,레이저옵텍,KOSDAQ,16.01,2790,1205284963,447928,41419756890,
24,396300,세아메카닉스,KOSDAQ,15.85,4825,56207990483,11743716,127811837500,
25,018000,유니슨,KOSDAQ,15.47,1000,9922878949,10291460,259498284000,
26,448900,한국피아이엠,KOSDAQ,15.24,72600,18783427750,266746,441005578200,
27,061970,LB세미콘,KOSDAQ,14.94,4655,4741017331,1064161,270376392930,
28,288980,모아데이타,KOSDAQ,14.94,823,948853485,1183416,29941874917,
29,036010,아비코전자,KOSDAQ,14.78,7610,5812859145,776413,101159227740,
30,033340,좋은사람들,KOSDAQ,14.58,330,5432191199,15351813,31993684140,
31,226340,본느,KOSDAQ,14.09,7450,28105832655,4212897,62509105800,
32,285130,SK케미칼,KOSPI,14.03,50000,16796556600,340008,864938300000,
33,066430,아이로보틱스,KOSDAQ,13.93,2495,46336226425,17184954,97687922620,
34,466100,클로봇,KOSDAQ,13.74,32700,88306550600,2753783,832517115300,
35,475560,더본코리아,KOSPI,12.78,15890,4214190025,255704,235616443300,
36,0004V0,엔비알모션,KOSDAQ,12.44,6960,8817456130,1276297,76632272640,
37,445090,에이직랜드,KOSDAQ,12.41,23550,7140682775,307319,257299245900,
38,004370,농심,KOSPI,12.32,437500,66058338500,154401,2661155875000,
39,009780,엠에스씨,KOSDAQ,12.21,7260,3310210725,459321,127776000000,
40,053700,삼보모터스,KOSDAQ,12.01,4570,18576791940,4028004,122091009490,
41,181710,NHN,KOSPI,11.99,74700,30987493000,422676,2446659483300,
42,088350,한화생명,KOSPI,11.93,5630,79379061170,14537788,4889823900000,
43,004415,서울식품우,KOSPI,11.91,5730,211504510,34801,1274638500,
44,009900,명신산업,KOSPI,11.85,8120,7045528805,879902,426057479960,
45,009620,삼보산업,KOSDAQ,11.67,976,426092621,453300,17053694848,
46,950160,코오롱티슈진,KOSDAQ,11.52,28550,276301438575,9800839,2425898068000,
47,110020,전진바이오팜,KOSDAQ,11.50,2220,172782605,80969,20110451640,
48,023790,동일스틸럭스,KOSDAQ,11.30,1546,2778854299,1707927,20205923168,
49,227950,엔투텍,KOSDAQ,11.28,1391,2613242691,1762081,48000918719,
50,041520,이엘씨,KOSDAQ,11.27,12740,2702653495,209350,155284420200,
51,086820,바이오솔루션,KOSDAQ,10.98,6670,2397225640,356474,172913646950,
52,142210,유니트론텍,KOSDAQ,10.87,6730,33480540285,4853166,139656942190,
53,457600,벡트,KOSDAQ,10.86,4390,1544244665,366460,60175925000,
54,092300,현우산업,KOSDAQ,10.76,2780,1302151047,468934,56016641380,
55,319400,현대무벡스,KOSDAQ,10.67,28000,280309158800,9773083,3118529092000,
56,214680,디알텍,KOSDAQ,10.53,1155,10512303068,8656004,96415999680,
57,419080,엔젯,KOSDAQ,10.34,6400,1433832285,229067,69579628800,
58,017670,SK텔레콤,KOSPI,10.32,100500,306384937950,3102246,21586400326500,
59,348340,뉴로메카,KOSDAQ,10.28,23600,27581630050,1121169,292855963600,
60,448280,에코아이,KOSDAQ,10.25,8500,831035560,96741,251864596500,
61,179530,애드바이오텍,KOSDAQ,10.18,2100,348718451,169277,56595627900,
62,475580,에이럭스,KOSDAQ,10.11,8280,3710690950,441528,112814172000,
63,048910,대원미디어,KOSDAQ,10.08,5570,906082130,167128,70064729220,
64,099410,동방선기,KOSDAQ,10.02,3460,1404789500,401002,48440000000,
65,014285,금강공업우,KOSPI,9.98,5840,21235020,3662,3444870000,
