code,fiscal_year,op_income,depr,amort,cfo,capex,st_debt,lt_debt,bond,cash,EBITDA,net_debt,FCF
353200,2022,232523019093.0,,,293618998810.0,204811862512.0,1000000000.0,28000000000.0,,122363723877.0,232523019093.0,-93363723877.0,88807136298.0
353200,2023,23732043885.0,,,180749115327.0,117049022382.0,1000000000.0,12917678000.0,,122363723877.0,23732043885.0,-108446045877.0,63700092945.0
353200,2024,23762727122.0,,,97822445823.0,59595440720.0,2308000000.0,6836173000.0,,76565618165.0,23762727122.0,-67421445165.0,38227005103.0
353200,2025,49061483387.0,,,71551720318.0,64877213066.0,34184000000.0,6836349000.0,,38156613986.0,49061483387.0,2863735014.0,6674507252.0
062040,2024,109231906505.0,,,15525217197.0,-89769083024.0,18456440835.0,67745340000.0,,61992693383.0,109231906505.0,24209087452.0,-74243865827.0
062040,2025,178634181593.0,,,115453741409.0,15254063586.0,1000000000.0,0.0,,108606384509.0,178634181593.0,-107606384509.0,100199677823.0
058470,2020,77881753690.0,,,99804058912.0,21737455254.0,,,,99439220422.0,77881753690.0,,78066603658.0
058470,2021,117104353242.0,,,130580737722.0,45110244006.0,,,,99439220422.0,117104353242.0,,85470493716.0
058470,2022,136634729982.0,,,108593008315.0,18249507304.0,,,,77211544736.0,136634729982.0,,90343501011.0
058470,2023,114378400291.0,,,110391022028.0,68500491718.0,,,,34165877177.0,114378400291.0,,41890530310.0
058470,2024,124201343872.0,,,110106597065.0,11640547813.0,,,,54759251381.0,124201343872.0,,98466049252.0
058470,2025,176997188289.0,,,179468846374.0,59954233830.0,,,,85202812409.0,176997188289.0,,119514612544.0
271560,2020,376122012796.0,125174624441.0,9395505215.0,460996136975.0,151810726936.0,266977036746.0,229674752578.0,-120000000000.0,367425437800.0,510692142452.0,9226351524.0,309185410039.0
271560,2021,372909907402.0,134464790914.0,10986031134.0,404732644670.0,142258511178.0,22543281285.0,159956352732.0,,550409184001.0,518360729450.0,-367909549984.0,262474133492.0
271560,2022,466654503027.0,144312379549.0,12666238438.0,546192637197.0,85331321925.0,276718983304.0,160000000000.0,,609723063482.0,623633121014.0,-173004080178.0,460861315272.0
271560,2023,492391149504.0,140281522727.0,13296761399.0,436961973545.0,166473271258.0,454379034720.0,,70000000000.0,609723063482.0,645969433630.0,-85344028762.0,270488702287.0
271560,2024,543587778241.0,144518960453.0,3168520015.0,651588436551.0,106937398828.0,11557003091.0,,1148616411.0,451277283648.0,691275258709.0,-438571664146.0,544651037723.0
271560,2025,558258027192.0,146875397092.0,2660896575.0,537328134910.0,122555594615.0,2088466831.0,,0.0,451277283648.0,707794320859.0,-449188816817.0,414772540295.0
009830,2020,594183118076.0,,,1069541687095.0,883786181487.0,,2716648021647.0,,1199836790880.0,594183118076.0,1516811230767.0,185755505608.0
009830,2021,738347655292.0,,,990890683781.0,812670935548.0,,3263692515386.0,,1651530298231.0,738347655292.0,1612162217155.0,178219748233.0
009830,2022,966247380110.0,,,115716723309.0,902923087644.0,,4205362605876.0,,2616168297098.0,966247380110.0,1589194308778.0,-787206364335.0
009830,2023,604528962904.0,,,517954151584.0,2390483416478.0,,5561746253983.0,,2616168297098.0,604528962904.0,2945577956885.0,-1872529264894.0
009830,2024,-300237959946.0,,,638486498245.0,3397574333556.0,,6422869155312.0,,2184380593410.0,-300237959946.0,4238488561902.0,-2759087835311.0
009830,2025,-364759000000.0,,,-655006000000.0,2010493000000.0,,7852018000000.0,,2470461000000.0,-364759000000.0,5381557000000.0,-2665499000000.0
128940,2020,48976342021.0,53659899219.0,7679165818.0,151534949938.0,41815495353.0,238100000000.0,179342480000.0,209619440698.0,146157369325.0,110315407058.0,480904551373.0,109719454585.0
128940,2021,125415874751.0,78235915411.0,10850423901.0,201923207364.0,19949004207.0,255900000000.0,180771120000.0,113900000000.0,209224626255.0,214502214063.0,341346493745.0,181974203157.0
128940,2022,158090311455.0,84355113076.0,12486894119.0,162268943067.0,29320264730.0,369100000000.0,142399760000.0,100000000000.0,209224626255.0,254932318650.0,402275133745.0,132948678337.0
128940,2023,220691065020.0,86022038175.0,12431941490.0,216537615372.0,27352054117.0,336100000000.0,82028400000.0,74979400044.0,147328655366.0,319145044685.0,345779144678.0,189185561255.0
128940,2024,216186188006.0,85538423673.0,11792676571.0,193486724954.0,39261057103.0,431830000000.0,85862440000.0,75000000000.0,192277535603.0,313517288250.0,400414904397.0,154225667851.0
128940,2025,257799090185.0,86200353541.0,12608631084.0,173072329954.0,43024532778.0,319500000000.0,91812500000.0,0.0,192277535603.0,356608074810.0,219034964397.0,130047797176.0
175330,2023,799978000000.0,,,,376042000000.0,,,10616595000000.0,1859669000000.0,799978000000.0,8756926000000.0,
175330,2024,906079000000.0,,,,74755000000.0,,,12212687000000.0,1777596000000.0,906079000000.0,10435091000000.0,
175330,2025,952314000000.0,,,,49774000000.0,,,14183144000000.0,2303084000000.0,952314000000.0,11880060000000.0,
240810,2020,140597242597.0,30303188744.0,6863056858.0,225055329125.0,58334152529.0,15000000000.0,,,135099998502.0,177763488199.0,-120099998502.0,166721176596.0
240810,2021,164128988758.0,29609077870.0,6981634839.0,137290457928.0,97465364012.0,,,,135099998502.0,200719701467.0,,39825093916.0
240810,2022,97554876588.0,32383871814.0,6823626906.0,28026783322.0,70027267638.0,,,,98372651160.0,136762375308.0,,-42000484316.0
240810,2023,,36072874690.0,6698193032.0,-12315183037.0,59514153913.0,50500000000.0,,,98372651160.0,,-47872651160.0,-71829336950.0
240810,2024,,37223945291.0,2612301328.0,78280504451.0,21432773671.0,170000000000.0,,,135051183728.0,,34948816272.0,56847730780.0
240810,2025,,33984131461.0,3190200343.0,156607028356.0,25661159526.0,200000000000.0,,,135051183728.0,,64948816272.0,130945868830.0
036570,2020,824793705694.0,64762595509.0,1041417205.0,707646022942.0,64436265402.0,11750611500.0,,249607246046.0,303443276788.0,890597718408.0,-42085419242.0,643209757540.0
036570,2021,375213171049.0,92450472213.0,1263680377.0,391086720594.0,286560829373.0,,60000000000.0,409120074161.0,255942400609.0,468927323639.0,213177673552.0,104525891221.0
036570,2022,559006120606.0,103988012276.0,1941406458.0,736014155699.0,249705689575.0,4917200000.0,409384374218.0,409384374218.0,285573838469.0,664935539340.0,538112109967.0,486308466124.0
036570,2023,137283512800.0,110132137907.0,1751348537.0,139905154853.0,117405612659.0,239954388772.0,169690531545.0,239954388772.0,365199572306.0,249166999244.0,284399736783.0,22499542194.0
036570,2024,-109215374026.0,105868954069.0,3308019893.0,107041218268.0,84187207659.0,,,240000000000.0,1260473495762.0,-38400064.0,-1020473495762.0,22854010609.0
036570,2025,16078426029.0,90910794605.0,4676672893.0,161967521188.0,103460096418.0,,,129966386012.0,1260473495762.0,111665893527.0,-1130507109750.0,58507424770.0
034220,2020,-70636000000.0,4134843000000.0,,2286948000000.0,2603545000000.0,2506420000000.0,2329013000000.0,49949000000.0,4218099000000.0,4064207000000.0,667283000000.0,-316597000000.0
034220,2021,2230608000000.0,4500701000000.0,,5753446000000.0,3141430000000.0,2573757000000.0,1298346000000.0,498027000000.0,4218099000000.0,6731309000000.0,152031000000.0,2612016000000.0
034220,2022,-2085047000000.0,4557457000000.0,,3011020000000.0,5079279000000.0,4487824000000.0,4165508000000.0,443230000000.0,3541597000000.0,2472410000000.0,5554965000000.0,-2068259000000.0
034220,2023,-2510164000000.0,4213742000000.0,,1682748000000.0,3482754000000.0,7446111000000.0,4765524000000.0,469266000000.0,2257522000000.0,1703578000000.0,10423379000000.0,-1800006000000.0
034220,2024,,,,2411761000000.0,2129735000000.0,6285819000000.0,3638904000000.0,370000000000.0,2257522000000.0,,8037201000000.0,282026000000.0
034220,2025,516977000000.0,,,2352083000000.0,1347937000000.0,4502811000000.0,5808062000000.0,612000000000.0,2021640000000.0,516977000000.0,8901233000000.0,1004146000000.0
004170,2020,88483188736.0,,,552374855466.0,476802419359.0,4839964004577.0,1814153092777.0,794108245933.0,388719002263.0,88483188736.0,7059506341024.0,75572436107.0
004170,2021,517400647833.0,,,1104485593489.0,584439419585.0,4376918482559.0,2372972783512.0,1021971131922.0,577787922195.0,517400647833.0,7194074475798.0,520046173904.0
004170,2022,645448993543.0,,,903136486956.0,381413274280.0,3626733249370.0,1720698870072.0,512750000000.0,937972867859.0,645448993543.0,4922209251583.0,521723212676.0
004170,2023,639780613579.0,,,791433048452.0,600553581665.0,6373935963994.0,1891589473487.0,966284933880.0,937972867859.0,639780613579.0,8293837503502.0,190879466787.0
004170,2024,477024306786.0,,,775837615719.0,895393492723.0,7428151935894.0,2213089222761.0,1132417451882.0,802458635593.0,477024306786.0,9971199974944.0,-119555877004.0
004170,2025,479961762138.0,,,990582722093.0,490851138416.0,5936056218341.0,2404267280398.0,1115569446837.0,845128179533.0,479961762138.0,8610764766043.0,499731583677.0
010060,2020,-251131589000.0,,,-118507430000.0,73296198000.0,325613711000.0,288958821000.0,79604180000.0,487552585000.0,-251131589000.0,206624127000.0,-191803628000.0
010060,2021,652127413000.0,,,377690582000.0,94475544000.0,406642547000.0,311069837000.0,96642540000.0,698696135000.0,652127413000.0,115658789000.0,283215038000.0
010060,2022,976672782000.0,,,566649863000.0,230235804000.0,705170093000.0,143317470000.0,,1245993946000.0,976672782000.0,-397506383000.0,336414059000.0
010060,2023,531217297000.0,,,674201886000.0,151778543000.0,289725358000.0,300000000000.0,59710079000.0,1245993946000.0,531217297000.0,-596558509000.0,522423343000.0
010060,2024,101527729000.0,,,116386068000.0,356640776000.0,933639227000.0,89907429000.0,150000000000.0,1213823579000.0,101527729000.0,-40276923000.0,-240254708000.0
010060,2025,-57627064000.0,,,553878733000.0,370844519000.0,637879995000.0,209275314000.0,150000000000.0,1143262782000.0,-57627064000.0,-146107473000.0,183034214000.0
000990,2020,239335181312.0,,,309982629774.0,157744371526.0,59657045212.0,100000000000.0,,84776806585.0,239335181312.0,74880238627.0,152238258248.0
000990,2021,399106778303.0,,,393129114790.0,133612138042.0,56652418325.0,96499920000.0,,183017846365.0,399106778303.0,-29865508040.0,259516976748.0
000990,2022,768746685740.0,,,730063433619.0,179939556916.0,53648679620.0,68499960000.0,,183017846365.0,768746685740.0,-60869206745.0,550123876703.0
000990,2023,265437456373.0,,,224258155766.0,329311056539.0,57405543566.0,46833320000.0,,253329763803.0,265437456373.0,-149090900237.0,-105052900773.0
000990,2024,190838683363.0,,,382634373825.0,126689883424.0,90486731143.0,27000000000.0,,297054100758.0,190838683363.0,-179567369615.0,255944490401.0
000990,2025,277294561174.0,,,356967025481.0,146129867916.0,231678525383.0,102572732928.0,125504236180.0,323054472680.0,277294561174.0,136701021811.0,210837157565.0
454910,2023,,,,-27198834906.0,3123738619.0,25000000000.0,,,305423576953.0,,-280423576953.0,-30322573525.0
454910,2024,,,,-43770453661.0,3298734340.0,0.0,,,305423576953.0,,,-47069188001.0
454910,2025,-59472307590.0,,,-17322515546.0,13137762569.0,2353644792.0,,,265535614827.0,-59472307590.0,-263181970035.0,-30460278115.0
028300,2020,-61311788462.0,,,-56513635182.0,972230523.0,63695320000.0,7016662000.0,47229215545.0,220677816166.0,-61311788462.0,-102736618621.0,-57485865705.0
028300,2021,-101018424284.0,,,-54765398832.0,2186629000.0,6002001201.0,0.0,0.0,220677816166.0,-101018424284.0,-214675814965.0,-56952027832.0
028300,2022,-74664893059.0,,,-61816035433.0,11734486221.0,6168332000.0,1423518981.0,23000000000.0,195695147868.0,-74664893059.0,-165103296887.0,-73550521654.0
028300,2023,-125024740610.0,,,-111631653903.0,5869563964.0,21474804218.0,290000000.0,19541950300.0,195695147868.0,-125024740610.0,-154388393350.0,-117501217867.0
028300,2024,-118516152929.0,,,-114312509443.0,19968949065.0,,,92729923720.0,108888419177.0,-118516152929.0,-16158495457.0,-134281458508.0
028300,2025,-104217336541.0,,,-92588030393.0,16946773717.0,,,50000000000.0,93047819826.0,-104217336541.0,-43047819826.0,-109534804110.0
319660,2020,31552799554.0,,,22381744331.0,10567516131.0,,242325888.0,15000000000.0,45862316339.0,31552799554.0,-30619990451.0,11814228200.0
319660,2021,94084940603.0,,,114603470770.0,8658250423.0,3293484970.0,13443180962.0,0.0,66073865022.0,94084940603.0,-49337199090.0,105945220347.0
319660,2022,91842998729.0,,,46284494056.0,12904503550.0,0.0,12000000000.0,0.0,66073865022.0,91842998729.0,-54073865022.0,33379990506.0
319660,2023,54118591422.0,,,50281470015.0,25981919786.0,,,,64918554700.0,54118591422.0,,24299550229.0
319660,2024,83924423263.0,,,67241427193.0,27192602203.0,,,,94775120383.0,83924423263.0,,40048824990.0
319660,2025,88494057075.0,,,61731136881.0,18531513572.0,,,,119421667338.0,88494057075.0,,43199623309.0
082740,2020,20020539457.0,,,83800097942.0,2856192049.0,201000000000.0,,85000000000.0,45288033698.0,20020539457.0,240711966302.0,80943905893.0
082740,2021,-39778154646.0,,,-45756449983.0,9153783243.0,127850090917.0,84120000000.0,48098780187.0,54072266173.0,-39778154646.0,205996604931.0,-54910233226.0
082740,2022,-40272392255.0,,,-21112695156.0,9018325746.0,125000000000.0,57055748000.0,,54559248122.0,-40272392255.0,127496499878.0,-30131020902.0
082740,2023,8728565174.0,,,70152111710.0,31064243996.0,153000000000.0,57055748000.0,39898500000.0,102831937306.0,8728565174.0,147122310694.0,39087867714.0
082740,2024,71531721192.0,,,90375704938.0,51003779564.0,151000000000.0,17319685000.0,43947006810.0,133001192448.0,71531721192.0,79265499362.0,39371925374.0
082740,2025,130066296100.0,,,330318677509.0,33289810489.0,80000000000.0,10000000000.0,43008748436.0,276708027934.0,130066296100.0,-143699279498.0,297028867020.0
011790,2020,190788258583.0,164879216058.0,30372843396.0,337112812601.0,,3224876676808.0,1479794594887.0,1479794594887.0,428586447897.0,386040318037.0,5755879418685.0,337112812601.0
011790,2021,464743373689.0,177336863049.0,30906664718.0,282512631068.0,,2558888098067.0,1854408240372.0,1854408240372.0,722154796935.0,672986901456.0,5545549781876.0,282512631068.0
011790,2022,220255942998.0,208577544290.0,43267644598.0,-147158687779.0,,2818370927663.0,1954921445650.0,1954921445650.0,1098442056091.0,472101131886.0,5629771762872.0,-147158687779.0
011790,2023,-216300854733.0,,,-234741996756.0,,2567102832006.0,1983765748642.0,174724997170.0,1098442056091.0,-216300854733.0,3627151521727.0,-234741996756.0
011790,2024,123165366343.0,,,-199714849316.0,667540827204.0,1939120906263.0,1758424837350.0,149487336529.0,531046016471.0,123165366343.0,3315987063671.0,-867255676520.0
298380,2020,-59647069177.0,,2063926826.0,-47294848554.0,,,,,91146337192.0,-57583142351.0,,-47294848554.0
298380,2021,-52305340534.0,,2158312195.0,-40605186980.0,,,,,40658308607.0,-50147028339.0,,-40605186980.0
298380,2022,907999453.0,,2324825785.0,72131523498.0,,,,,25135624884.0,3232825238.0,,72131523498.0
298380,2023,-2617101131.0,,2589778844.0,-28361974590.0,,,,,28064217234.0,-27322287.0,,-28361974590.0
298380,2024,-59377417080.0,,2409938602.0,-69402667056.0,,,,,56288982505.0,-56967478478.0,,-69402667056.0
298380,2025,-40389935899.0,,3449154510.0,-41253077040.0,122300000.0,,,,111981944913.0,-36940781389.0,,-41375377040.0
088350,2023,1057044424910.0,,0.0,,36983113340.0,,,,3670919427827.0,1057044424910.0,,
088350,2024,1096965243506.0,,,,205573258635.0,,,13162378974759.0,3670919427827.0,1096965243506.0,9491459546932.0,
088350,2025,1147250000000.0,,,,188100000000.0,,,,3103115000000.0,1147250000000.0,,
111770,2020,259688519331.0,,,346090092799.0,89997983317.0,217631446303.0,110109552420.0,50000000000.0,664877345170.0,259688519331.0,-287136346447.0,256092109482.0
111770,2021,442515129012.0,,,287353748746.0,129177364989.0,-121583704591.0,82460705850.0,49915972384.0,664877345170.0,442515129012.0,-654084371527.0,158176383757.0
111770,2022,823027257046.0,,,458800227068.0,145626076400.0,224549801840.0,133243897850.0,40000000000.0,735944764488.0,823027257046.0,-338151064798.0,313174150668.0
111770,2023,637146368834.0,,,525111272743.0,171597170562.0,399176532327.0,77487641820.0,10000000000.0,896394078489.0,637146368834.0,-409729904342.0,353514102181.0
111770,2024,315580583310.0,,,623729052618.0,116824849924.0,381833355424.0,257771492751.0,0.0,896394078489.0,315580583310.0,-256789230314.0,506904202694.0
111770,2025,514438778298.0,,,374875504121.0,223162674298.0,76448105310.0,190959894360.0,0.0,1090560747187.0,514438778298.0,-823152747517.0,151712829823.0
001040,2020,1390340166000.0,,,3032814780000.0,1234167049000.0,3092611322000.0,3065207901000.0,4073690987000.0,2603100147000.0,1390340166000.0,7628410063000.0,1798647731000.0
001040,2021,1881800099000.0,,,3353190728000.0,1458111863000.0,3205342324000.0,2467662370000.0,4431537007000.0,3193864799000.0,1881800099000.0,6910676902000.0,1895078865000.0
001040,2022,2154201790000.0,,,4044985960000.0,1916741996000.0,5714650512000.0,2672097792000.0,4633388278000.0,4021275506000.0,2154201790000.0,8998861076000.0,2128243964000.0
001040,2023,2039057889000.0,,,5016996681000.0,1478930522000.0,3937378915000.0,2502878954000.0,4783631898000.0,4021275506000.0,2039057889000.0,7202614261000.0,3538066159000.0
001040,2024,2547483645000.0,,,4830828591000.0,1344839176000.0,4922806612000.0,1410881013000.0,4320605171000.0,3646474585000.0,2547483645000.0,7007818211000.0,3485989415000.0
001040,2025,2527738458000.0,,,4987380240000.0,2335628897000.0,9556576177000.0,1878057026000.0,4445686870000.0,3185783573000.0,2527738458000.0,12694536500000.0,2651751343000.0
052690,2020,29571387151.0,15947447408.0,8435228252.0,16825529592.0,4197881470.0,,,,69303590544.0,53954062811.0,,12627648122.0
052690,2021,10127722672.0,16273413049.0,8621089856.0,-15763329175.0,1626577321.0,,,,39077073089.0,35022225577.0,,-17389906496.0
052690,2022,13940025562.0,15313253450.0,7777178333.0,6758107760.0,1376542609.0,,,10000000.0,45324253241.0,37030457345.0,-45314253241.0,5381565151.0
052690,2023,28562398334.0,15548235974.0,6232458264.0,40817030278.0,2846609882.0,,,,52159068352.0,50343092572.0,,37970420396.0
052690,2024,54806059056.0,15719492184.0,6533309729.0,48950324037.0,4556748314.0,,,0.0,52159068352.0,77058860969.0,-52159068352.0,44393575723.0
052690,2025,35452646024.0,15874302198.0,7134897391.0,29316127878.0,4574307794.0,,,,46521428441.0,58461845613.0,,24741820084.0
051900,2020,1220864731311.0,233925508629.0,28295853267.0,1004842472035.0,505743484068.0,194202086120.0,22801783421.0,100000000000.0,647104059171.0,1483086093207.0,-330100189630.0,499098987967.0
051900,2021,1289630423605.0,240917419595.0,34129748348.0,984481666368.0,321874697496.0,256676145850.0,17341601617.0,29999983840.0,734520611733.0,1564677591548.0,-430502880426.0,662606968872.0
051900,2022,711122934369.0,246887613016.0,41092465637.0,497299483100.0,157045694758.0,364155453328.0,14783780077.0,30000000000.0,734520611733.0,999103013022.0,-325581378328.0,340253788342.0
051900,2023,486981224742.0,232093988438.0,37773195056.0,659061627244.0,152418338718.0,147503411090.0,12504919540.0,0.0,910348037982.0,756848408236.0,-750339707352.0,506643288526.0
051900,2024,459045912180.0,221266864790.0,34341000860.0,527630110092.0,131143052779.0,241330029491.0,7790336487.0,0.0,1253469878367.0,714653777830.0,-1004349512389.0,396487057313.0
051900,2025,170688596929.0,201397274650.0,38598440376.0,446433049589.0,78879194632.0,261948732454.0,1993443590.0,,1253469878367.0,410684311955.0,-989527702323.0,367553854957.0
214450,2020,33425871945.0,,,32391668890.0,34784983269.0,15000000000.0,773091200.0,,26715006349.0,33425871945.0,-10941915149.0,-2393314379.0
214450,2021,52488896037.0,,,65297140554.0,20644934216.0,15800000000.0,698406450.0,25000000000.0,41674472731.0,52488896037.0,-176066281.0,44652206338.0
214450,2022,65916151831.0,,,59403807966.0,17213456322.0,15550000000.0,516520000.0,22062905690.0,72931463620.0,65916151831.0,-34802037930.0,42190351644.0
214450,2023,92257786628.0,,,64945249419.0,12062682282.0,15150000000.0,193281060.0,1500730352.0,72931463620.0,92257786628.0,-56087452208.0,52882567137.0
214450,2024,126050757121.0,,,138121879153.0,36414698107.0,250000000.0,1217019682.0,10000000000.0,165348015702.0,126050757121.0,-153880996020.0,101707181046.0
004020,2020,73032437891.0,,,2014160118424.0,-1033556415637.0,-3868617049966.0,5207872617624.0,4694382814719.0,917233010613.0,73032437891.0,5116405371764.0,980603702787.0
004020,2021,2447503013134.0,,,2002894272429.0,-904496020991.0,-2521373206448.0,4670585055678.0,4471788428135.0,1380923938134.0,2447503013134.0,5240076339231.0,1098398251438.0
004020,2022,1616457125289.0,,,2179616640426.0,-1020997882794.0,3620166003201.0,3590923192202.0,3796449987674.0,1698640645955.0,1616457125289.0,9308898537122.0,1158618757632.0
004020,2023,798325068073.0,,,1948393342394.0,823992843115.0,5324110406449.0,1569154729419.0,3207469680509.0,1698640645955.0,798325068073.0,8402094170422.0,1124400499279.0
004020,2024,159492008580.0,,,1777143870407.0,1672318495047.0,7616732138418.0,3383365889535.0,2775407917700.0,1385746851111.0,159492008580.0,12389759094542.0,104825375360.0
004020,2025,219235156230.0,,,2053257208793.0,1492664770515.0,6657357327765.0,3242408246667.0,2573889678436.0,1342926134232.0,219235156230.0,11130729118636.0,560592438278.0
039030,2020,38485391168.0,,,50952285710.0,9803641661.0,11871921600.0,,,96802642146.0,38485391168.0,-84930720546.0,41148644049.0
039030,2021,78136358339.0,,,1562854076.0,5190909383.0,11805490600.0,515159054.0,,96802642146.0,78136358339.0,-84481992492.0,-3628055307.0
039030,2022,92798680886.0,,,92745130018.0,3763326656.0,11824008000.0,454004997.0,,159217919022.0,92798680886.0,-146939906025.0,88981803362.0
039030,2023,28334755251.0,,,31583430990.0,4999568208.0,4951832400.0,461155548.0,,200056020158.0,28334755251.0,-194643032210.0,26583862782.0
039030,2024,46659813877.0,,,55361110767.0,63708398226.0,9000000000.0,0.0,,222229676138.0,46659813877.0,-213229676138.0,-8347287459.0
039030,2025,80753274993.0,,,100287776582.0,3906067446.0,7000000000.0,0.0,,236305275966.0,80753274993.0,-229305275966.0,96381709136.0
018880,2020,,,,795571245781.0,402043028836.0,976371757134.0,701290983381.0,1596219767148.0,1325366463435.0,,1948516044228.0,393528216945.0
018880,2021,,,,636307449660.0,387670072620.0,1081880456724.0,100000000000.0,1706019243286.0,1403762531188.0,,1484137168822.0,248637377040.0
018880,2022,,,,378310083775.0,385075162996.0,1515069975633.0,210246961075.0,1546584313028.0,1429141081044.0,,1842760168692.0,-6765079221.0
018880,2023,277278601609.0,,,517356071307.0,481176426933.0,2082252208163.0,287551642740.0,1413188555360.0,1429141081044.0,277278601609.0,2353851325219.0,36179644374.0
018880,2024,-349280481118.0,,,569253858880.0,385616422665.0,2978729813739.0,372724994927.0,1958676111598.0,1346499808114.0,-349280481118.0,3963631112150.0,183637436215.0
018880,2025,270371633168.0,,,112337412418.0,293086557785.0,3723993048964.0,970000000000.0,1008001502872.0,1346499808114.0,270371633168.0,4355494743722.0,-180749145367.0
002380,2020,133845504026.0,359278397820.0,35624860527.0,679854398097.0,237251731033.0,972445145838.0,1976222403887.0,718668794178.0,492511997839.0,528748762373.0,3174824346064.0,442602667064.0
002380,2021,388769767968.0,346749844985.0,37516766975.0,424043437081.0,254402378022.0,842904954141.0,2388006265122.0,1168017831632.0,541200616648.0,773036379928.0,3857728434247.0,169641059059.0
002380,2022,467661528938.0,362623045355.0,43377772888.0,384566370763.0,384741564804.0,514339273963.0,2888547003417.0,798493507745.0,776747673687.0,873662347181.0,3424632111438.0,-175194041.0
002380,2023,312530203929.0,364948047550.0,46594590760.0,788266331197.0,379009357955.0,1217352890343.0,2261570424089.0,748637262344.0,1045142107132.0,724072842239.0,3182418469644.0,409256973242.0
002380,2024,471118235184.0,364887715803.0,48314823390.0,596801288316.0,257719840837.0,910081138384.0,2499421725661.0,1307469089709.0,1045142107132.0,884320774377.0,3671829846622.0,339081447479.0
023530,2020,346084471821.0,,,1489939445522.0,811110177905.0,1480144708219.0,955750079037.0,6234702914892.0,1913235610358.0,346084471821.0,6757362091790.0,678829267617.0
023530,2021,207602693266.0,,,1828098311634.0,869381852445.0,1527796229227.0,1568996030695.0,6388234343658.0,2398788978689.0,207602693266.0,7086237624891.0,958716459189.0
023530,2022,386225594610.0,,,1627838230821.0,556073539459.0,1261768415151.0,1081670680000.0,4894848443231.0,2398788978689.0,386225594610.0,4839498559693.0,1071764691362.0
023530,2023,508404731640.0,,,1639812977926.0,-816045561520.0,2408860313617.0,1797374783059.0,5145975765763.0,1800809705742.0,508404731640.0,7551401156697.0,823767416406.0
023530,2024,473113964780.0,,,1587898651997.0,905977976086.0,2957124083179.0,1857047136825.0,6006882589961.0,1589717984770.0,473113964780.0,9231335825195.0,681920675911.0
023530,2025,547037221095.0,,,1723750652721.0,651764091594.0,3940419530192.0,1627118762122.0,5251213635717.0,1554846752455.0,547037221095.0,9263905175576.0,1071986561127.0
141080,2020,-29761761146.0,,,-15994736720.0,3614465214.0,,3612000000.0,0.0,66888373396.0,-29761761146.0,-63276373396.0,-19609201934.0
141080,2021,-27706660419.0,,,-43089063772.0,18308981395.0,,9147000000.0,0.0,139940197122.0,-27706660419.0,-130793197122.0,-61398045167.0
141080,2022,-50375099038.0,,,-10227655898.0,4164323206.0,2700000000.0,9147000000.0,,139940197122.0,-50375099038.0,-128093197122.0,-14391979104.0
141080,2023,-80822342649.0,,,-62235789517.0,1319487970.0,11847000000.0,-9147000000.0,,117964960603.0,-80822342649.0,-115264960603.0,-63555277487.0
141080,2024,-20913487724.0,,,78476380652.0,2627734836.0,11847000000.0,0.0,,128912155244.0,-20913487724.0,-117065155244.0,75848645816.0
141080,2025,,,,-124532936677.0,3049519644.0,0.0,0.0,,128912155244.0,,,-127582456321.0
000250,2020,5522905191.0,6210656063.0,474674735.0,3249732702.0,8678827270.0,27487703789.0,20000000000.0,,60272737097.0,12208235989.0,-12785033308.0,-5429094568.0
000250,2021,-15293087301.0,6340173632.0,400380162.0,-7706965272.0,14881797661.0,6066403871.0,20000000000.0,30000000000.0,58935489415.0,-8552533507.0,-2869085544.0,-22588762933.0
000250,2022,12224651499.0,7224957119.0,425913531.0,13278998700.0,16531416924.0,8144751527.0,40000000000.0,27822248695.0,49113287318.0,19875522149.0,26853712904.0,-3252418224.0
000250,2023,9559814333.0,7989571667.0,440862168.0,23428068368.0,6765880596.0,35224400820.0,20000000000.0,0.0,40427235975.0,17990248168.0,14797164845.0,16662187772.0
000250,2024,2641971274.0,8394029674.0,635066378.0,21770705374.0,17022405665.0,17550919918.0,17000000000.0,0.0,105584562702.0,11671067326.0,-71033642784.0,4748299709.0
000250,2025,8466512950.0,9085019424.0,1908400342.0,9793496690.0,46146079346.0,8589121243.0,0.0,29541900000.0,105584562702.0,19459932716.0,-67453541459.0,-36352582656.0
001450,2023,788215580227.0,,,,25180921793.0,,,944857879216.0,1175076403366.0,788215580227.0,-230218524150.0,
001450,2024,1244069529604.0,,,,75180456376.0,,,2546753477916.0,1447967064247.0,1244069529604.0,1098786413669.0,
001450,2025,1260994493599.0,,,,21574688422.0,,,,1509674177483.0,1260994493599.0,,
066970,2020,1470005055.0,12329612454.0,1480706228.0,45268961748.0,54121655778.0,284219901063.0,90532665547.0,4716472612.0,21225332229.0,15280323737.0,358243706993.0,-8852694030.0
066970,2021,44252213145.0,18977335908.0,1487927055.0,-138078706855.0,179350392678.0,238690637972.0,155960150000.0,108990063452.0,271776317720.0,64717476108.0,231864533704.0,-317429099533.0
066970,2022,266321029961.0,29690748543.0,1452049944.0,-864287525947.0,287498457092.0,406139885260.0,412054664455.0,64557131717.0,271776317720.0,297463828448.0,610975363712.0,-1151785983039.0
066970,2023,-222296651919.0,44243606032.0,2255739499.0,-374648857820.0,482016761989.0,717892000000.0,466216873340.0,657705135910.0,241265504599.0,-175797306388.0,1600548504651.0,-856665619809.0
